segment Georgia
30.495 -82.016
30.492 -82.018
30.488 -82.017
30.479 -82.017
30.478 -82.017
30.475 -82.018
30.467 -82.024
30.464 -82.024
30.458 -82.025
30.447 -82.028
30.445 -82.03
30.438 -82.036
30.435 -82.037
30.428 -82.034
30.422 -82.034
30.419 -82.037
30.414 -82.04
30.41 -82.041
30.403 -82.042
30.397 -82.041
30.385 -82.036
30.384 -82.036
30.378 -82.037
30.375 -82.038
30.37 -82.041
30.369 -82.042
30.363 -82.048
30.362 -82.05
30.36 -82.06
30.359 -82.069
30.359 -82.081
30.361 -82.095
30.365 -82.102
30.367 -82.101
30.368 -82.103
30.368 -82.105
30.367 -82.116
30.366 -82.124
30.366 -82.128
30.363 -82.143
30.36 -82.158
30.358 -82.162
30.358 -82.165
30.359 -82.17
30.36 -82.172
30.369 -82.18
30.374 -82.184
30.376 -82.19
30.379 -82.193
30.394 -82.2
30.401 -82.204
30.425 -82.21
30.433 -82.21
30.437 -82.206
30.445 -82.204
30.452 -82.205
30.456 -82.206
30.457 -82.208
30.461 -82.208
30.469 -82.205
30.474 -82.201
30.485 -82.201
30.492 -82.206
30.499 -82.213
30.504 -82.219
30.508 -82.225
30.51 -82.227
30.517 -82.23
30.518 -82.23
30.521 -82.229
30.527 -82.231
30.533 -82.235
30.537 -82.236
30.545 -82.236
30.555 -82.232
30.556 -82.232
30.561 -82.227
30.563 -82.223
30.564 -82.219
30.567 -82.214
30.569 -82.215
30.571 -82.25
30.572 -82.258
30.573 -82.287
30.579 -82.375
30.582 -82.419
30.584 -82.46
30.588 -82.525
30.589 -82.536
30.589 -82.545
30.59 -82.553
30.591 -82.565
30.591 -82.569
30.592 -82.584
30.598 -82.689
30.598 -82.699
30.609 -82.877
30.609 -82.879
30.619 -83.056
30.624 -83.131
30.624 -83.136
30.624 -83.137
30.626 -83.156
30.626 -83.163
30.626 -83.172
30.626 -83.174
30.627 -83.187
30.631 -83.256
30.632 -83.267
30.634 -83.309
30.635 -83.312
30.636 -83.341
30.637 -83.357
30.639 -83.379
30.639 -83.39
30.642 -83.429
30.641 -83.43
30.642 -83.44
30.642 -83.449
30.646 -83.5
30.649 -83.566
30.651 -83.612
30.653 -83.642
30.655 -83.674
30.655 -83.677
30.658 -83.744
30.662 -83.811
30.663 -83.821
30.664 -83.855
30.666 -83.88
30.672 -84.007
30.673 -84.019
30.674 -84.04
30.674 -84.042
30.674 -84.047
30.675 -84.057
30.675 -84.073
30.676 -84.084
30.676 -84.085
30.677 -84.108
30.677 -84.117
30.678 -84.125
30.684 -84.25
30.685 -84.281
30.69 -84.375
30.69 -84.379
30.69 -84.381
30.691 -84.425
30.692 -84.453
30.693 -84.467
30.693 -84.474
30.697 -84.535
30.697 -84.539
30.697 -84.551
30.7 -84.606
30.701 -84.625
30.702 -84.645
30.703 -84.677
30.711 -84.836
30.712 -84.863
30.712 -84.865
30.722 -84.87
30.727 -84.875
30.733 -84.884
30.735 -84.885
30.742 -84.888
30.751 -84.896
30.751 -84.898
30.752 -84.9
30.752 -84.903
30.751 -84.906
30.751 -84.907
30.751 -84.911
30.752 -84.914
30.754 -84.914
30.755 -84.914
30.756 -84.915
30.761 -84.915
30.766 -84.92
30.772 -84.918
30.776 -84.917
30.778 -84.918
30.79 -84.927
30.791 -84.927
30.792 -84.928
30.793 -84.928
30.795 -84.929
30.797 -84.929
30.803 -84.928
30.805 -84.928
30.81 -84.931
30.817 -84.935
30.821 -84.936
30.825 -84.936
30.831 -84.935
30.834 -84.934
30.837 -84.932
30.838 -84.931
30.84 -84.929
30.843 -84.928
30.844 -84.928
30.847 -84.929
30.849 -84.93
30.851 -84.933
30.854 -84.935
30.855 -84.935
30.858 -84.935
30.861 -84.935
30.862 -84.934
30.863 -84.934
30.865 -84.935
30.868 -84.936
30.871 -84.938
30.873 -84.938
30.875 -84.938
30.876 -84.938
30.879 -84.936
30.88 -84.936
30.882 -84.935
30.885 -84.937
30.886 -84.938
30.887 -84.94
30.888 -84.941
30.888 -84.943
30.897 -84.95
30.902 -84.952
30.908 -84.956
30.917 -84.967
30.922 -84.969
30.928 -84.971
30.931 -84.975
30.933 -84.981
30.934 -84.983
30.935 -84.983
30.936 -84.983
30.937 -84.984
30.943 -84.983
30.945 -84.983
30.946 -84.982
30.947 -84.982
30.95 -84.981
30.955 -84.98
30.957 -84.98
30.959 -84.98
30.961 -84.98
30.966 -84.983
30.967 -84.985
30.968 -84.986
30.969 -84.988
30.971 -84.998
30.971 -85
30.973 -85.004
30.975 -85.005
30.977 -85.006
30.978 -85.006
30.98 -85.006
30.987 -85.003
30.988 -85.002
30.997 -85.002
30.998 -85.002
31.001 -85.002
31.005 -85.001
31.009 -85
31.014 -84.999
31.015 -85
31.019 -85.005
31.025 -85.005
31.032 -85.009
31.043 -85.009
31.045 -85.009
31.046 -85.009
31.054 -85.011
31.055 -85.013
31.056 -85.013
31.059 -85.018
31.074 -85.028
31.075 -85.029
31.076 -85.028
31.077 -85.028
31.084 -85.026
31.096 -85.03
31.101 -85.033
31.108 -85.036
31.11 -85.037
31.112 -85.041
31.119 -85.05
31.119 -85.053
31.12 -85.053
31.121 -85.055
31.123 -85.056
31.134 -85.061
31.14 -85.062
31.142 -85.064
31.149 -85.07
31.157 -85.077
31.158 -85.078
31.16 -85.084
31.16 -85.092
31.165 -85.1
31.166 -85.1
31.167 -85.1
31.178 -85.098
31.18 -85.099
31.185 -85.102
31.186 -85.104
31.185 -85.107
31.186 -85.107
31.186 -85.108
31.196 -85.108
31.203 -85.107
31.205 -85.106
31.21 -85.1
31.211 -85.099
31.22 -85.099
31.226 -85.097
31.233 -85.099
31.235 -85.101
31.238 -85.102
31.242 -85.104
31.248 -85.106
31.255 -85.109
31.258 -85.112
31.26 -85.112
31.264 -85.113
31.268 -85.112
31.272 -85.112
31.274 -85.113
31.276 -85.115
31.277 -85.115
31.28 -85.113
31.28 -85.112
31.281 -85.111
31.282 -85.11
31.282 -85.109
31.282 -85.107
31.284 -85.1
31.284 -85.099
31.287 -85.096
31.29 -85.093
31.291 -85.093
31.295 -85.09
31.304 -85.088
31.309 -85.088
31.311 -85.087
31.316 -85.084
31.318 -85.084
31.328 -85.084
31.334 -85.089
31.336 -85.089
31.338 -85.088
31.34 -85.087
31.349 -85.086
31.35 -85.086
31.353 -85.086
31.354 -85.087
31.354 -85.088
31.354 -85.091
31.355 -85.092
31.357 -85.093
31.363 -85.092
31.365 -85.092
31.374 -85.087
31.385 -85.082
31.394 -85.08
31.396 -85.079
31.399 -85.078
31.403 -85.077
31.41 -85.08
31.412 -85.08
31.416 -85.077
31.422 -85.076
31.425 -85.075
31.426 -85.073
31.427 -85.07
31.427 -85.069
31.427 -85.068
31.429 -85.067
31.431 -85.066
31.433 -85.066
31.44 -85.066
31.443 -85.066
31.447 -85.067
31.453 -85.069
31.468 -85.072
31.484 -85.066
31.488 -85.062
31.496 -85.059
31.507 -85.053
31.514 -85.048
31.517 -85.046
31.517 -85.045
31.518 -85.045
31.521 -85.045
31.524 -85.048
31.526 -85.048
31.528 -85.047
31.529 -85.047
31.534 -85.044
31.535 -85.043
31.538 -85.042
31.541 -85.041
31.542 -85.041
31.543 -85.042
31.545 -85.042
31.546 -85.043
31.549 -85.046
31.556 -85.051
31.558 -85.052
31.563 -85.053
31.571 -85.058
31.573 -85.058
31.577 -85.055
31.578 -85.055
31.579 -85.055
31.579 -85.056
31.581 -85.057
31.583 -85.058
31.584 -85.058
31.587 -85.058
31.593 -85.058
31.599 -85.057
31.601 -85.056
31.604 -85.056
31.605 -85.056
31.607 -85.057
31.607 -85.06
31.608 -85.061
31.611 -85.06
31.615 -85.058
31.617 -85.058
31.618 -85.058
31.619 -85.057
31.62 -85.058
31.622 -85.06
31.624 -85.065
31.625 -85.068
31.63 -85.074
31.637 -85.08
31.638 -85.083
31.639 -85.085
31.641 -85.085
31.642 -85.085
31.644 -85.085
31.649 -85.083
31.651 -85.082
31.651 -85.081
31.652 -85.081
31.653 -85.081
31.655 -85.082
31.656 -85.084
31.657 -85.085
31.658 -85.088
31.66 -85.092
31.677 -85.109
31.685 -85.113
31.687 -85.114
31.691 -85.122
31.695 -85.126
31.709 -85.127
31.717 -85.127
31.719 -85.126
31.72 -85.125
31.723 -85.122
31.731 -85.119
31.733 -85.119
31.748 -85.124
31.752 -85.127
31.755 -85.128
31.758 -85.129
31.759 -85.129
31.764 -85.126
31.767 -85.125
31.768 -85.126
31.769 -85.126
31.772 -85.131
31.775 -85.134
31.78 -85.14
31.78 -85.141
31.782 -85.142
31.788 -85.137
31.792 -85.133
31.794 -85.132
31.795 -85.132
31.797 -85.133
31.799 -85.133
31.808 -85.133
31.813 -85.132
31.814 -85.131
31.818 -85.131
31.826 -85.134
31.83 -85.136
31.834 -85.139
31.839 -85.142
31.841 -85.141
31.844 -85.138
31.846 -85.138
31.851 -85.138
31.855 -85.14
31.857 -85.141
31.859 -85.14
31.861 -85.137
31.862 -85.136
31.87 -85.134
31.876 -85.129
31.877 -85.128
31.878 -85.128
31.88 -85.128
31.882 -85.129
31.887 -85.132
31.89 -85.134
31.891 -85.134
31.892 -85.134
31.893 -85.133
31.893 -85.121
31.893 -85.119
31.893 -85.117
31.893 -85.116
31.893 -85.115
31.893 -85.114
31.894 -85.114
31.894 -85.113
31.895 -85.112
31.896 -85.111
31.897 -85.111
31.899 -85.111
31.905 -85.108
31.908 -85.11
31.91 -85.113
31.912 -85.113
31.914 -85.109
31.917 -85.102
31.919 -85.101
31.924 -85.1
31.925 -85.1
31.926 -85.098
31.929 -85.092
31.936 -85.086
31.937 -85.085
31.94 -85.079
31.941 -85.079
31.945 -85.082
31.958 -85.087
31.959 -85.087
31.961 -85.086
31.962 -85.083
31.964 -85.074
31.966 -85.07
31.967 -85.068
31.971 -85.066
31.972 -85.066
31.975 -85.067
31.978 -85.07
31.982 -85.071
31.987 -85.068
31.992 -85.068
31.993 -85.068
31.996 -85.067
32.002 -85.065
32.004 -85.063
32.011 -85.055
32.014 -85.054
32.017 -85.055
32.021 -85.054
32.022 -85.053
32.023 -85.053
32.024 -85.053
32.026 -85.054
32.027 -85.055
32.028 -85.056
32.032 -85.056
32.034 -85.055
32.035 -85.055
32.037 -85.055
32.039 -85.055
32.041 -85.055
32.044 -85.058
32.047 -85.059
32.054 -85.057
32.058 -85.056
32.06 -85.057
32.063 -85.056
32.068 -85.054
32.07 -85.054
32.073 -85.055
32.074 -85.056
32.081 -85.053
32.083 -85.051
32.085 -85.048
32.087 -85.047
32.09 -85.047
32.095 -85.05
32.108 -85.054
32.114 -85.055
32.125 -85.059
32.13 -85.062
32.132 -85.062
32.134 -85.061
32.136 -85.059
32.141 -85.049
32.142 -85.048
32.144 -85.046
32.156 -85.034
32.162 -85.03
32.166 -85.027
32.177 -85.015
32.179 -85.013
32.18 -85.011
32.182 -85.009
32.185 -84.996
32.192 -84.974
32.194 -84.967
32.197 -84.965
32.199 -84.965
32.201 -84.965
32.203 -84.966
32.204 -84.967
32.206 -84.967
32.207 -84.967
32.208 -84.966
32.209 -84.966
32.21 -84.965
32.211 -84.963
32.213 -84.962
32.214 -84.961
32.216 -84.959
32.217 -84.957
32.217 -84.954
32.218 -84.949
32.218 -84.942
32.218 -84.939
32.219 -84.93
32.22 -84.928
32.222 -84.925
32.225 -84.923
32.229 -84.923
32.23 -84.924
32.231 -84.923
32.232 -84.923
32.234 -84.921
32.237 -84.916
32.243 -84.913
32.245 -84.913
32.247 -84.912
32.248 -84.91
32.249 -84.907
32.25 -84.906
32.25 -84.905
32.251 -84.904
32.253 -84.902
32.256 -84.902
32.257 -84.898
32.258 -84.893
32.258 -84.892
32.26 -84.891
32.262 -84.891
32.263 -84.892
32.265 -84.893
32.266 -84.894
32.274 -84.904
32.277 -84.911
32.285 -84.923
32.298 -84.934
32.301 -84.939
32.305 -84.949
32.308 -84.957
32.319 -84.99
32.321 -84.999
32.322 -85.002
32.328 -85.007
32.337 -85.008
32.345 -85.005
32.35 -84.998
32.355 -84.992
32.358 -84.988
32.359 -84.987
32.36 -84.986
32.363 -84.983
32.365 -84.983
32.366 -84.983
32.368 -84.984
32.371 -84.983
32.373 -84.98
32.374 -84.98
32.376 -84.979
32.379 -84.979
32.381 -84.98
32.382 -84.98
32.386 -84.98
32.389 -84.979
32.39 -84.978
32.393 -84.977
32.397 -84.978
32.4 -84.98
32.403 -84.981
32.407 -84.98
32.412 -84.979
32.416 -84.972
32.423 -84.963
32.424 -84.963
32.435 -84.967
32.443 -84.972
32.446 -84.984
32.451 -84.994
32.453 -84.995
32.462 -84.998
32.47 -84.998
32.472 -84.997
32.475 -84.995
32.477 -84.995
32.482 -84.995
32.483 -84.995
32.486 -84.995
32.492 -84.997
32.494 -84.998
32.497 -84.999
32.5 -84.999
32.504 -85
32.507 -85
32.51 -85.001
32.515 -85.002
32.517 -85.003
32.524 -85.007
32.525 -85.008
32.526 -85.014
32.528 -85.016
32.535 -85.02
32.538 -85.021
32.54 -85.022
32.543 -85.023
32.554 -85.036
32.571 -85.057
32.58 -85.068
32.592 -85.075
32.593 -85.076
32.595 -85.076
32.601 -85.079
32.604 -85.08
32.608 -85.081
32.61 -85.081
32.616 -85.082
32.618 -85.084
32.619 -85.085
32.62 -85.086
32.62 -85.087
32.623 -85.088
32.625 -85.089
32.627 -85.089
32.628 -85.087
32.629 -85.087
32.63 -85.087
32.631 -85.086
32.633 -85.086
32.634 -85.087
32.635 -85.089
32.636 -85.092
32.638 -85.097
32.643 -85.098
32.645 -85.098
32.65 -85.096
32.652 -85.095
32.656 -85.09
32.656 -85.089
32.658 -85.088
32.67 -85.094
32.679 -85.103
32.68 -85.104
32.683 -85.113
32.686 -85.115
32.692 -85.117
32.714 -85.122
32.716 -85.123
32.72 -85.122
32.721 -85.121
32.722 -85.121
32.723 -85.121
32.726 -85.12
32.729 -85.119
32.732 -85.12
32.734 -85.12
32.736 -85.12
32.738 -85.12
32.739 -85.122
32.742 -85.124
32.742 -85.125
32.744 -85.127
32.747 -85.132
32.75 -85.136
32.754 -85.138
32.76 -85.139
32.765 -85.138
32.769 -85.137
32.771 -85.135
32.772 -85.134
32.773 -85.133
32.775 -85.133
32.777 -85.132
32.779 -85.132
32.781 -85.133
32.782 -85.135
32.785 -85.139
32.794 -85.152
32.804 -85.162
32.812 -85.168
32.814 -85.169
32.829 -85.168
32.834 -85.165
32.835 -85.165
32.835 -85.164
32.838 -85.161
32.84 -85.159
32.841 -85.159
32.843 -85.159
32.844 -85.16
32.846 -85.16
32.847 -85.16
32.848 -85.161
32.85 -85.162
32.851 -85.163
32.852 -85.166
32.852 -85.168
32.852 -85.17
32.853 -85.175
32.854 -85.176
32.854 -85.177
32.855 -85.178
32.855 -85.179
32.856 -85.18
32.861 -85.184
32.863 -85.185
32.869 -85.185
32.871 -85.184
32.871 -85.185
32.89 -85.189
32.891 -85.189
32.913 -85.193
32.926 -85.196
32.959 -85.203
33.001 -85.211
33.056 -85.222
33.063 -85.223
33.108 -85.232
33.13 -85.237
33.142 -85.239
33.211 -85.252
33.241 -85.258
33.364 -85.281
33.379 -85.285
33.428 -85.294
33.433 -85.295
33.441 -85.296
33.483 -85.304
33.53 -85.314
33.536 -85.315
33.538 -85.315
33.574 -85.323
33.617 -85.331
33.653 -85.338
33.669 -85.341
33.726 -85.353
33.748 -85.357
33.75 -85.357
33.768 -85.36
33.774 -85.362
33.827 -85.372
33.836 -85.374
33.851 -85.376
33.856 -85.377
33.897 -85.386
33.902 -85.386
33.964 -85.399
33.967 -85.399
34 -85.406
34.002 -85.407
34.003 -85.407
34.072 -85.42
34.081 -85.422
34.114 -85.428
34.125 -85.429
34.142 -85.433
34.181 -85.441
34.2 -85.445
34.251 -85.455
34.253 -85.455
34.266 -85.458
34.269 -85.459
34.286 -85.462
34.328 -85.47
34.345 -85.474
34.346 -85.474
34.393 -85.485
34.44 -85.495
34.474 -85.502
34.475 -85.502
34.486 -85.505
34.493 -85.507
34.501 -85.508
34.518 -85.512
34.524 -85.514
34.525 -85.514
34.543 -85.517
34.589 -85.527
34.624 -85.534
34.625 -85.534
34.657 -85.541
34.662 -85.543
34.708 -85.552
34.75 -85.561
34.816 -85.574
34.86 -85.583
34.924 -85.595
34.932 -85.597
34.936 -85.597
34.945 -85.599
34.95 -85.599
34.952 -85.599
34.985 -85.605
34.984 -85.514
34.983 -85.471
34.983 -85.467
34.983 -85.385
34.983 -85.369
34.983 -85.365
34.983 -85.364
34.984 -85.344
34.984 -85.343
34.984 -85.342
34.984 -85.339
34.984 -85.327
34.984 -85.308
34.984 -85.305
34.984 -85.301
34.985 -85.295
34.985 -85.278
34.985 -85.276
34.985 -85.273
34.985 -85.265
34.985 -85.255
34.985 -85.242
34.985 -85.236
34.985 -85.23
34.985 -85.222
34.986 -85.221
34.986 -85.218
34.986 -85.217
34.986 -85.211
34.986 -85.206
34.986 -85.202
34.986 -85.2
34.986 -85.196
34.986 -85.186
34.986 -85.181
34.986 -85.127
34.986 -85.124
34.987 -85.084
34.987 -85.082
34.987 -85.065
34.987 -85.045
34.988 -84.98
34.988 -84.956
34.988 -84.944
34.988 -84.939
34.988 -84.931
34.988 -84.891
34.988 -84.887
34.988 -84.861
34.988 -84.858
34.988 -84.832
34.988 -84.824
34.988 -84.82
34.988 -84.817
34.988 -84.811
34.988 -84.809
34.988 -84.808
34.988 -84.776
34.988 -84.765
34.988 -84.739
34.988 -84.731
34.988 -84.727
34.988 -84.625
34.988 -84.621
34.988 -84.51
34.988 -84.509
34.988 -84.455
34.988 -84.395
34.988 -84.394
34.988 -84.383
34.988 -84.374
34.988 -84.372
34.988 -84.359
34.988 -84.322
34.988 -84.261
34.988 -84.233
34.988 -84.205
34.988 -84.18
34.988 -84.13
34.987 -84.09
34.987 -84.03
34.987 -84.021
34.987 -83.963
34.987 -83.937
34.987 -83.893
34.987 -83.875
34.987 -83.831
34.987 -83.826
34.987 -83.801
34.987 -83.791
34.988 -83.75
34.987 -83.62
34.992 -83.62
34.992 -83.6
34.992 -83.549
34.993 -83.484
34.995 -83.355
34.995 -83.352
34.996 -83.323
34.997 -83.298
34.998 -83.238
34.999 -83.19
35.001 -83.109
