segment Ohio
41.542 -84.805
41.585 -84.805
41.613 -84.806
41.619 -84.806
41.631 -84.806
41.632 -84.806
41.653 -84.806
41.675 -84.806
41.696 -84.806
41.698 -84.75
41.7 -84.69
41.7 -84.67
41.702 -84.573
41.703 -84.53
41.704 -84.476
41.705 -84.438
41.706 -84.399
41.706 -84.397
41.707 -84.361
41.71 -84.222
41.711 -84.199
41.713 -84.134
41.714 -84.115
41.716 -84.037
41.716 -84.033
41.717 -84.019
41.717 -83.999
41.72 -83.9
41.72 -83.881
41.721 -83.86
41.721 -83.851
41.722 -83.811
41.723 -83.782
41.724 -83.763
41.724 -83.744
41.725 -83.721
41.725 -83.709
41.726 -83.702
41.726 -83.701
41.726 -83.7
41.726 -83.689
41.726 -83.685
41.727 -83.666
41.727 -83.649
41.728 -83.64
41.728 -83.637
41.728 -83.631
41.728 -83.624
41.729 -83.615
41.729 -83.612
41.729 -83.605
41.729 -83.595
41.729 -83.594
41.729 -83.585
41.73 -83.567
41.73 -83.547
41.731 -83.53
41.731 -83.521
41.732 -83.504
41.732 -83.503
41.732 -83.5
41.732 -83.498
41.732 -83.492
41.732 -83.488
41.732 -83.481
41.732 -83.479
41.732 -83.467
41.732 -83.464
41.733 -83.454
41.728 -83.456
41.727 -83.456
41.714 -83.45
41.712 -83.45
41.711 -83.449
41.707 -83.446
41.706 -83.444
41.7 -83.43
41.691 -83.41
41.692 -83.393
41.687 -83.376
41.687 -83.367
41.688 -83.357
41.69 -83.352
41.694 -83.342
41.698 -83.338
41.699 -83.338
41.703 -83.338
41.702 -83.327
41.698 -83.322
41.681 -83.294
41.677 -83.291
41.674 -83.284
41.672 -83.278
41.651 -83.238
41.646 -83.233
41.644 -83.232
41.644 -83.23
41.631 -83.195
41.623 -83.166
41.618 -83.146
41.616 -83.126
41.614 -83.104
41.607 -83.087
41.607 -83.086
41.606 -83.085
41.596 -83.068
41.595 -83.067
41.594 -83.066
41.59 -83.062
41.588 -83.06
41.582 -83.055
41.575 -83.049
41.574 -83.048
41.569 -83.044
41.568 -83.043
41.567 -83.041
41.557 -83.03
41.556 -83.028
41.555 -83.027
41.55 -83.019
41.539 -83
41.524 -82.97
41.522 -82.963
41.516 -82.94
41.514 -82.934
41.517 -82.911
41.519 -82.898
41.523 -82.888
41.529 -82.876
41.53 -82.875
41.534 -82.869
41.548 -82.857
41.56 -82.856
41.564 -82.855
41.576 -82.86
41.583 -82.853
41.586 -82.848
41.587 -82.837
41.588 -82.834
41.571 -82.82
41.565 -82.814
41.564 -82.813
41.546 -82.794
41.541 -82.785
41.541 -82.772
41.546 -82.75
41.546 -82.744
41.545 -82.742
41.542 -82.718
41.537 -82.711
41.527 -82.712
41.517 -82.722
41.514 -82.721
41.511 -82.72
41.51 -82.72
41.502 -82.714
41.498 -82.71
41.494 -82.695
41.492 -82.688
41.462 -82.658
41.437 -82.625
41.432 -82.618
41.431 -82.618
41.43 -82.617
41.428 -82.617
41.424 -82.608
41.417 -82.593
41.413 -82.585
41.402 -82.563
41.4 -82.558
41.4 -82.557
41.397 -82.55
41.393 -82.538
41.388 -82.526
41.386 -82.519
41.385 -82.517
41.384 -82.514
41.382 -82.501
41.382 -82.5
41.382 -82.499
41.381 -82.481
41.384 -82.469
41.386 -82.461
41.397 -82.431
41.4 -82.426
41.414 -82.398
41.417 -82.391
41.426 -82.365
41.426 -82.364
41.427 -82.362
41.428 -82.348
41.43 -82.334
41.429 -82.301
41.429 -82.293
41.428 -82.292
41.429 -82.283
41.431 -82.268
41.434 -82.255
41.436 -82.251
41.438 -82.248
41.448 -82.227
41.45 -82.223
41.461 -82.2
41.465 -82.193
41.466 -82.192
41.467 -82.191
41.467 -82.19
41.468 -82.189
41.472 -82.187
41.473 -82.186
41.474 -82.186
41.474 -82.185
41.472 -82.182
41.472 -82.179
41.473 -82.175
41.474 -82.168
41.474 -82.167
41.474 -82.165
41.478 -82.153
41.479 -82.151
41.485 -82.13
41.492 -82.103
41.495 -82.094
41.498 -82.082
41.499 -82.079
41.5 -82.072
41.502 -82.067
41.503 -82.063
41.507 -82.047
41.507 -82.046
41.507 -82.045
41.514 -82.02
41.514 -82.018
41.516 -82.012
41.515 -81.997
41.514 -81.995
41.512 -81.987
41.506 -81.968
41.505 -81.965
41.501 -81.963
41.499 -81.958
41.497 -81.954
41.491 -81.938
41.489 -81.923
41.487 -81.908
41.483 -81.877
41.484 -81.874
41.484 -81.86
41.486 -81.852
41.49 -81.836
41.496 -81.811
41.496 -81.806
41.497 -81.794
41.496 -81.782
41.492 -81.769
41.488 -81.751
41.487 -81.745
41.489 -81.739
41.491 -81.733
41.492 -81.731
41.493 -81.73
41.502 -81.711
41.506 -81.707
41.512 -81.697
41.531 -81.665
41.535 -81.652
41.539 -81.638
41.54 -81.634
41.542 -81.631
41.545 -81.626
41.561 -81.6
41.569 -81.588
41.579 -81.575
41.585 -81.567
41.588 -81.563
41.588 -81.562
41.598 -81.55
41.604 -81.542
41.609 -81.536
41.613 -81.532
41.615 -81.53
41.619 -81.516
41.621 -81.51
41.623 -81.5
41.631 -81.489
41.649 -81.466
41.653 -81.463
41.656 -81.46
41.657 -81.459
41.658 -81.458
41.665 -81.45
41.668 -81.448
41.673 -81.443
41.677 -81.437
41.682 -81.428
41.692 -81.412
41.694 -81.409
41.707 -81.389
41.72 -81.366
41.728 -81.353
41.729 -81.35
41.736 -81.334
41.744 -81.316
41.751 -81.302
41.756 -81.294
41.758 -81.291
41.759 -81.289
41.76 -81.287
41.76 -81.28
41.76 -81.279
41.758 -81.265
41.758 -81.264
41.761 -81.249
41.768 -81.231
41.769 -81.228
41.781 -81.2
41.784 -81.191
41.787 -81.184
41.794 -81.168
41.803 -81.147
41.815 -81.118
41.818 -81.113
41.82 -81.105
41.82 -81.103
41.821 -81.101
41.822 -81.096
41.823 -81.093
41.826 -81.086
41.83 -81.076
41.832 -81.071
41.834 -81.064
41.839 -81.052
41.84 -81.052
41.84 -81.049
41.843 -81.037
41.846 -81.025
41.852 -81.015
41.853 -81.012
41.854 -81.011
41.854 -81.01
41.855 -81.003
41.856 -80.996
41.858 -80.977
41.859 -80.969
41.859 -80.964
41.862 -80.936
41.865 -80.923
41.865 -80.922
41.866 -80.916
41.868 -80.903
41.869 -80.901
41.869 -80.9
41.88 -80.868
41.884 -80.855
41.885 -80.853
41.885 -80.852
41.894 -80.827
41.895 -80.823
41.896 -80.82
41.897 -80.818
41.898 -80.815
41.901 -80.81
41.902 -80.809
41.909 -80.801
41.91 -80.801
41.91 -80.798
41.91 -80.794
41.911 -80.786
41.912 -80.785
41.908 -80.783
41.907 -80.782
41.907 -80.781
41.908 -80.778
41.908 -80.777
41.913 -80.758
41.92 -80.721
41.922 -80.713
41.924 -80.704
41.928 -80.692
41.94 -80.647
41.943 -80.636
41.945 -80.627
41.947 -80.62
41.947 -80.619
41.95 -80.611
41.958 -80.582
41.96 -80.575
41.963 -80.567
41.968 -80.555
41.968 -80.554
41.969 -80.549
41.978 -80.519
41.976 -80.519
segment Ohio
41.723 -82.813
41.721 -82.81
41.708 -82.809
41.707 -82.816
41.709 -82.835
41.711 -82.836
41.716 -82.833
41.723 -82.826
41.725 -82.82
41.723 -82.813
segment Ohio
41.675 -82.805
41.672 -82.805
41.671 -82.814
41.685 -82.826
41.692 -82.813
41.694 -82.803
41.697 -82.786
41.694 -82.783
41.69 -82.791
41.683 -82.802
41.675 -82.805
segment Ohio
41.644 -82.814
41.634 -82.827
41.629 -82.835
41.628 -82.842
41.647 -82.844
41.657 -82.834
41.659 -82.825
41.662 -82.809
41.664 -82.805
41.666 -82.796
41.665 -82.793
41.662 -82.794
41.658 -82.797
41.645 -82.813
41.644 -82.814
segment Ohio
41.618 -82.703
41.612 -82.7
41.611 -82.691
41.619 -82.68
41.618 -82.678
41.603 -82.68
41.595 -82.681
41.587 -82.686
41.586 -82.689
41.585 -82.702
41.595 -82.726
41.601 -82.736
41.603 -82.736
41.604 -82.735
41.615 -82.724
41.62 -82.719
41.62 -82.707
41.618 -82.703
