segment Virginia
36.894 -82.879
36.896 -82.876
36.897 -82.873
36.901 -82.871
36.902 -82.87
36.903 -82.873
36.908 -82.877
36.91 -82.876
36.912 -82.874
36.913 -82.872
36.918 -82.867
36.921 -82.865
36.922 -82.863
36.924 -82.862
36.925 -82.86
36.928 -82.859
36.93 -82.858
36.933 -82.858
36.933 -82.859
36.937 -82.861
36.939 -82.862
36.945 -82.861
36.946 -82.861
36.949 -82.86
36.952 -82.856
36.954 -82.856
36.954 -82.858
36.956 -82.861
36.958 -82.863
36.958 -82.864
36.958 -82.865
36.963 -82.867
36.965 -82.87
36.966 -82.87
36.974 -82.869
36.976 -82.868
36.978 -82.868
36.978 -82.867
36.978 -82.866
36.979 -82.865
36.98 -82.863
36.978 -82.861
36.978 -82.858
36.979 -82.857
36.982 -82.856
36.985 -82.854
36.985 -82.853
36.984 -82.851
36.983 -82.849
36.984 -82.845
36.987 -82.841
36.987 -82.84
36.987 -82.839
36.989 -82.836
36.992 -82.834
36.993 -82.831
36.998 -82.829
37.001 -82.831
37.004 -82.83
37.006 -82.829
37.006 -82.825
37.004 -82.823
37.004 -82.822
37.006 -82.82
37.006 -82.818
37.007 -82.816
37.005 -82.814
37.008 -82.801
37.01 -82.797
37.009 -82.796
37.007 -82.796
37.006 -82.795
37.005 -82.793
37.007 -82.791
37.007 -82.79
37.008 -82.789
37.008 -82.785
37.008 -82.782
37.009 -82.781
37.013 -82.778
37.015 -82.777
37.015 -82.775
37.016 -82.774
37.016 -82.772
37.021 -82.767
37.023 -82.766
37.027 -82.759
37.027 -82.754
37.026 -82.752
37.024 -82.751
37.025 -82.748
37.03 -82.746
37.041 -82.744
37.043 -82.742
37.044 -82.734
37.045 -82.734
37.043 -82.732
37.042 -82.727
37.042 -82.726
37.043 -82.725
37.045 -82.722
37.045 -82.723
37.048 -82.723
37.052 -82.723
37.058 -82.722
37.063 -82.724
37.067 -82.726
37.073 -82.727
37.074 -82.725
37.076 -82.724
37.075 -82.722
37.076 -82.718
37.077 -82.717
37.08 -82.717
37.081 -82.718
37.082 -82.721
37.085 -82.723
37.092 -82.725
37.093 -82.724
37.094 -82.722
37.101 -82.722
37.106 -82.722
37.112 -82.726
37.115 -82.726
37.116 -82.726
37.12 -82.722
37.122 -82.718
37.122 -82.716
37.123 -82.713
37.125 -82.708
37.132 -82.696
37.133 -82.692
37.136 -82.685
37.136 -82.679
37.135 -82.679
37.135 -82.677
37.138 -82.672
37.142 -82.668
37.144 -82.662
37.145 -82.657
37.151 -82.655
37.151 -82.653
37.152 -82.652
37.153 -82.643
37.154 -82.635
37.154 -82.634
37.154 -82.633
37.155 -82.633
37.163 -82.625
37.168 -82.617
37.173 -82.608
37.177 -82.597
37.18 -82.593
37.182 -82.593
37.183 -82.592
37.186 -82.587
37.188 -82.581
37.188 -82.579
37.189 -82.578
37.196 -82.565
37.2 -82.558
37.203 -82.554
37.204 -82.55
37.203 -82.546
37.207 -82.541
37.207 -82.537
37.209 -82.532
37.21 -82.532
37.211 -82.532
37.212 -82.532
37.213 -82.531
37.213 -82.53
37.214 -82.529
37.215 -82.524
37.213 -82.52
37.217 -82.513
37.219 -82.509
37.221 -82.508
37.222 -82.508
37.223 -82.508
37.227 -82.499
37.228 -82.497
37.228 -82.496
37.227 -82.496
37.226 -82.495
37.225 -82.493
37.225 -82.491
37.228 -82.487
37.231 -82.487
37.231 -82.486
37.236 -82.473
37.238 -82.464
37.238 -82.463
37.238 -82.458
37.238 -82.457
37.243 -82.452
37.244 -82.449
37.246 -82.436
37.247 -82.431
37.247 -82.43
37.251 -82.418
37.258 -82.392
37.258 -82.39
37.26 -82.386
37.26 -82.385
37.26 -82.383
37.26 -82.381
37.26 -82.377
37.264 -82.365
37.265 -82.355
37.267 -82.351
37.274 -82.342
37.281 -82.342
37.28 -82.337
37.282 -82.332
37.283 -82.325
37.288 -82.319
37.291 -82.317
37.294 -82.317
37.295 -82.316
37.296 -82.315
37.3 -82.309
37.305 -82.302
37.312 -82.292
37.315 -82.286
37.338 -82.254
37.362 -82.219
37.374 -82.203
37.375 -82.202
37.407 -82.155
37.419 -82.137
37.423 -82.131
37.427 -82.125
37.436 -82.113
37.437 -82.112
37.471 -82.063
37.481 -82.051
37.538 -81.968
37.534 -81.969
37.533 -81.968
37.535 -81.959
37.535 -81.957
37.534 -81.957
37.533 -81.957
37.53 -81.958
37.528 -81.957
37.528 -81.954
37.532 -81.946
37.531 -81.944
37.53 -81.944
37.528 -81.948
37.525 -81.948
37.524 -81.947
37.521 -81.944
37.52 -81.944
37.517 -81.945
37.514 -81.945
37.513 -81.944
37.512 -81.942
37.513 -81.939
37.514 -81.937
37.519 -81.933
37.514 -81.926
37.513 -81.927
37.512 -81.928
37.512 -81.932
37.509 -81.941
37.509 -81.943
37.507 -81.944
37.503 -81.944
37.502 -81.946
37.502 -81.949
37.502 -81.952
37.501 -81.953
37.5 -81.954
37.496 -81.954
37.495 -81.954
37.494 -81.953
37.492 -81.953
37.492 -81.957
37.493 -81.965
37.49 -81.971
37.485 -81.978
37.485 -81.979
37.485 -81.98
37.486 -81.986
37.485 -81.99
37.483 -81.993
37.477 -81.997
37.47 -81.996
37.461 -81.992
37.456 -81.988
37.455 -81.987
37.455 -81.986
37.454 -81.985
37.455 -81.983
37.457 -81.98
37.457 -81.976
37.451 -81.969
37.45 -81.969
37.447 -81.966
37.448 -81.959
37.447 -81.955
37.447 -81.953
37.446 -81.949
37.44 -81.946
37.44 -81.943
37.44 -81.941
37.44 -81.939
37.438 -81.936
37.436 -81.935
37.432 -81.938
37.429 -81.941
37.42 -81.937
37.415 -81.932
37.411 -81.923
37.408 -81.925
37.407 -81.926
37.407 -81.927
37.405 -81.93
37.402 -81.931
37.398 -81.928
37.397 -81.928
37.394 -81.929
37.389 -81.934
37.381 -81.937
37.379 -81.936
37.378 -81.934
37.374 -81.933
37.373 -81.934
37.367 -81.93
37.365 -81.927
37.361 -81.928
37.359 -81.927
37.357 -81.926
37.356 -81.922
37.356 -81.921
37.355 -81.921
37.353 -81.92
37.349 -81.917
37.349 -81.912
37.349 -81.911
37.344 -81.908
37.343 -81.907
37.343 -81.906
37.343 -81.904
37.342 -81.903
37.341 -81.899
37.34 -81.899
37.334 -81.897
37.332 -81.896
37.332 -81.895
37.331 -81.895
37.33 -81.894
37.33 -81.893
37.331 -81.888
37.331 -81.887
37.331 -81.885
37.331 -81.881
37.332 -81.88
37.332 -81.879
37.329 -81.878
37.325 -81.873
37.323 -81.873
37.321 -81.87
37.321 -81.867
37.316 -81.86
37.314 -81.86
37.312 -81.864
37.31 -81.865
37.309 -81.866
37.309 -81.865
37.308 -81.865
37.306 -81.862
37.305 -81.86
37.307 -81.856
37.307 -81.854
37.301 -81.854
37.3 -81.854
37.295 -81.853
37.291 -81.854
37.288 -81.854
37.287 -81.853
37.285 -81.85
37.285 -81.847
37.286 -81.843
37.286 -81.842
37.286 -81.839
37.285 -81.834
37.285 -81.833
37.283 -81.834
37.282 -81.834
37.28 -81.825
37.279 -81.82
37.28 -81.817
37.281 -81.813
37.283 -81.811
37.283 -81.809
37.283 -81.807
37.286 -81.805
37.286 -81.803
37.285 -81.794
37.284 -81.793
37.282 -81.794
37.282 -81.793
37.284 -81.789
37.283 -81.783
37.28 -81.779
37.277 -81.779
37.276 -81.777
37.275 -81.775
37.274 -81.768
37.275 -81.765
37.275 -81.764
37.275 -81.763
37.276 -81.762
37.275 -81.76
37.274 -81.758
37.272 -81.758
37.271 -81.758
37.27 -81.758
37.268 -81.755
37.267 -81.753
37.266 -81.752
37.265 -81.751
37.264 -81.748
37.264 -81.746
37.261 -81.746
37.258 -81.745
37.255 -81.743
37.255 -81.742
37.254 -81.741
37.248 -81.743
37.246 -81.743
37.244 -81.744
37.243 -81.744
37.242 -81.744
37.239 -81.74
37.238 -81.739
37.238 -81.733
37.24 -81.728
37.241 -81.726
37.24 -81.723
37.238 -81.72
37.234 -81.716
37.229 -81.716
37.218 -81.699
37.214 -81.695
37.213 -81.687
37.211 -81.684
37.206 -81.683
37.204 -81.681
37.202 -81.679
37.201 -81.678
37.202 -81.661
37.203 -81.637
37.206 -81.585
37.207 -81.563
37.207 -81.561
37.208 -81.558
37.208 -81.557
37.207 -81.557
37.207 -81.556
37.208 -81.554
37.214 -81.549
37.22 -81.545
37.221 -81.544
37.223 -81.533
37.226 -81.527
37.227 -81.521
37.233 -81.509
37.234 -81.507
37.239 -81.506
37.244 -81.506
37.248 -81.505
37.25 -81.504
37.253 -81.503
37.253 -81.502
37.258 -81.499
37.258 -81.498
37.257 -81.498
37.255 -81.498
37.252 -81.496
37.251 -81.492
37.251 -81.484
37.251 -81.48
37.255 -81.476
37.26 -81.462
37.263 -81.46
37.264 -81.46
37.266 -81.461
37.266 -81.459
37.267 -81.454
37.27 -81.449
37.271 -81.448
37.273 -81.433
37.271 -81.428
37.273 -81.417
37.28 -81.412
37.284 -81.41
37.285 -81.41
37.286 -81.409
37.297 -81.404
37.299 -81.405
37.302 -81.402
37.303 -81.398
37.304 -81.397
37.306 -81.397
37.308 -81.399
37.311 -81.399
37.316 -81.394
37.32 -81.388
37.32 -81.387
37.32 -81.386
37.319 -81.385
37.319 -81.384
37.318 -81.38
37.318 -81.377
37.319 -81.374
37.32 -81.373
37.324 -81.371
37.328 -81.368
37.329 -81.368
37.331 -81.369
37.332 -81.369
37.332 -81.368
37.335 -81.367
37.336 -81.366
37.338 -81.362
37.299 -81.32
37.28 -81.292
37.276 -81.286
37.276 -81.285
37.258 -81.258
37.257 -81.258
37.246 -81.242
37.235 -81.225
37.243 -81.205
37.244 -81.204
37.252 -81.188
37.257 -81.18
37.258 -81.178
37.259 -81.176
37.262 -81.169
37.263 -81.167
37.265 -81.159
37.269 -81.142
37.275 -81.124
37.278 -81.113
37.283 -81.095
37.284 -81.084
37.29 -81.037
37.294 -81.022
37.296 -81.008
37.298 -81.001
37.3 -80.996
37.302 -80.98
37.301 -80.979
37.296 -80.982
37.293 -80.981
37.293 -80.98
37.291 -80.974
37.292 -80.967
37.296 -80.948
37.3 -80.938
37.303 -80.931
37.304 -80.927
37.306 -80.919
37.315 -80.901
37.329 -80.88
37.339 -80.869
37.341 -80.865
37.347 -80.849
37.354 -80.856
37.366 -80.867
37.369 -80.869
37.384 -80.883
37.411 -80.864
37.412 -80.863
37.414 -80.864
37.417 -80.865
37.42 -80.865
37.425 -80.863
37.43 -80.86
37.429 -80.859
37.428 -80.858
37.427 -80.857
37.427 -80.853
37.426 -80.851
37.423 -80.846
37.424 -80.844
37.426 -80.842
37.426 -80.838
37.424 -80.836
37.413 -80.82
37.408 -80.812
37.406 -80.809
37.404 -80.806
37.402 -80.807
37.401 -80.807
37.4 -80.807
37.398 -80.806
37.397 -80.802
37.396 -80.8
37.396 -80.799
37.396 -80.79
37.395 -80.784
37.393 -80.783
37.391 -80.783
37.389 -80.782
37.384 -80.777
37.372 -80.77
37.375 -80.76
37.38 -80.749
37.38 -80.746
37.383 -80.738
37.385 -80.732
37.388 -80.724
37.389 -80.722
37.39 -80.719
37.39 -80.718
37.391 -80.715
37.391 -80.714
37.395 -80.705
37.402 -80.692
37.405 -80.685
37.414 -80.665
37.414 -80.664
37.418 -80.657
37.42 -80.654
37.422 -80.646
37.427 -80.637
37.429 -80.638
37.429 -80.637
37.431 -80.634
37.432 -80.632
37.433 -80.626
37.433 -80.623
37.436 -80.622
37.439 -80.617
37.446 -80.6
37.451 -80.591
37.453 -80.59
37.457 -80.586
37.467 -80.566
37.47 -80.561
37.474 -80.552
37.475 -80.545
37.475 -80.54
37.476 -80.533
37.477 -80.532
37.477 -80.528
37.477 -80.523
37.479 -80.515
37.479 -80.513
37.482 -80.511
37.458 -80.493
37.446 -80.497
37.445 -80.497
37.435 -80.495
37.423 -80.476
37.426 -80.465
37.432 -80.457
37.434 -80.451
37.438 -80.443
37.45 -80.426
37.46 -80.403
37.462 -80.4
37.47 -80.383
37.471 -80.378
37.474 -80.372
37.477 -80.369
37.48 -80.363
37.485 -80.367
37.492 -80.344
37.494 -80.332
37.495 -80.327
37.499 -80.321
37.501 -80.315
37.503 -80.309
37.504 -80.31
37.508 -80.3
37.533 -80.283
37.534 -80.282
37.537 -80.292
37.527 -80.309
37.536 -80.33
37.54 -80.327
37.541 -80.324
37.541 -80.321
37.544 -80.314
37.546 -80.312
37.564 -80.329
37.579 -80.295
37.585 -80.282
37.591 -80.27
37.593 -80.264
37.595 -80.259
37.602 -80.25
37.607 -80.24
37.62 -80.226
37.623 -80.223
37.628 -80.221
37.628 -80.222
37.629 -80.222
37.638 -80.239
37.638 -80.24
37.642 -80.254
37.645 -80.263
37.646 -80.265
37.646 -80.267
37.649 -80.27
37.657 -80.279
37.684 -80.292
37.692 -80.296
37.694 -80.294
37.696 -80.287
37.708 -80.275
37.712 -80.272
37.719 -80.264
37.721 -80.258
37.726 -80.253
37.727 -80.252
37.73 -80.252
37.734 -80.26
37.738 -80.263
37.756 -80.257
37.756 -80.256
37.756 -80.252
37.757 -80.25
37.761 -80.25
37.763 -80.251
37.768 -80.247
37.769 -80.241
37.776 -80.232
37.778 -80.23
37.779 -80.228
37.778 -80.222
37.777 -80.218
37.776 -80.217
37.776 -80.216
37.777 -80.216
37.782 -80.216
37.783 -80.219
37.783 -80.22
37.788 -80.224
37.792 -80.228
37.792 -80.229
37.795 -80.229
37.798 -80.227
37.799 -80.227
37.81 -80.219
37.81 -80.217
37.81 -80.216
37.813 -80.211
37.816 -80.206
37.819 -80.206
37.824 -80.203
37.826 -80.201
37.827 -80.2
37.828 -80.2
37.832 -80.195
37.838 -80.186
37.838 -80.182
37.84 -80.179
37.847 -80.184
37.851 -80.183
37.853 -80.182
37.854 -80.177
37.86 -80.172
37.862 -80.172
37.867 -80.169
37.875 -80.162
37.882 -80.154
37.887 -80.149
37.886 -80.147
37.884 -80.146
37.883 -80.142
37.889 -80.132
37.891 -80.131
37.893 -80.13
37.894 -80.13
37.898 -80.124
37.898 -80.123
37.897 -80.121
37.898 -80.118
37.901 -80.117
37.902 -80.119
37.904 -80.119
37.906 -80.117
37.915 -80.107
37.919 -80.103
37.918 -80.097
37.93 -80.087
37.936 -80.081
37.94 -80.075
37.942 -80.075
37.947 -80.067
37.948 -80.064
37.951 -80.059
37.952 -80.057
37.953 -80.055
37.957 -80.051
37.957 -80.048
37.968 -80.036
37.977 -80.024
37.984 -80.013
37.986 -80.013
37.987 -80.013
37.989 -80.012
37.991 -80.009
37.993 -80.003
37.996 -79.999
38.001 -79.996
38.003 -79.995
38.006 -79.996
38.008 -79.995
38.013 -79.99
38.014 -79.986
38.017 -79.985
38.018 -79.986
38.019 -79.986
38.028 -79.98
38.029 -79.978
38.029 -79.977
38.03 -79.975
38.033 -79.974
38.036 -79.972
38.039 -79.974
38.04 -79.974
38.044 -79.971
38.048 -79.968
38.064 -79.96
38.069 -79.96
38.08 -79.954
38.081 -79.954
38.084 -79.949
38.092 -79.942
38.095 -79.938
38.097 -79.935
38.098 -79.934
38.099 -79.934
38.101 -79.931
38.105 -79.928
38.107 -79.926
38.109 -79.93
38.11 -79.934
38.111 -79.938
38.112 -79.939
38.122 -79.942
38.123 -79.942
38.124 -79.943
38.128 -79.944
38.132 -79.945
38.134 -79.943
38.136 -79.934
38.14 -79.929
38.144 -79.929
38.145 -79.929
38.15 -79.926
38.15 -79.925
38.151 -79.923
38.155 -79.919
38.168 -79.915
38.168 -79.916
38.168 -79.918
38.17 -79.919
38.173 -79.919
38.176 -79.917
38.178 -79.917
38.18 -79.921
38.184 -79.917
38.184 -79.916
38.186 -79.916
38.188 -79.914
38.188 -79.911
38.189 -79.906
38.193 -79.898
38.2 -79.893
38.202 -79.892
38.203 -79.892
38.205 -79.892
38.207 -79.888
38.208 -79.887
38.208 -79.886
38.208 -79.885
38.208 -79.884
38.211 -79.879
38.224 -79.864
38.231 -79.857
38.233 -79.85
38.24 -79.846
38.241 -79.845
38.242 -79.843
38.241 -79.837
38.242 -79.835
38.243 -79.834
38.245 -79.834
38.248 -79.833
38.25 -79.831
38.25 -79.825
38.248 -79.821
38.248 -79.82
38.25 -79.817
38.252 -79.815
38.254 -79.816
38.255 -79.816
38.258 -79.814
38.26 -79.812
38.259 -79.806
38.261 -79.801
38.266 -79.798
38.266 -79.797
38.268 -79.79
38.269 -79.789
38.273 -79.788
38.281 -79.79
38.29 -79.795
38.292 -79.798
38.292 -79.803
38.297 -79.803
38.299 -79.804
38.302 -79.808
38.305 -79.81
38.307 -79.81
38.309 -79.809
38.314 -79.804
38.317 -79.8
38.319 -79.798
38.323 -79.797
38.331 -79.786
38.332 -79.779
38.336 -79.773
38.342 -79.77
38.351 -79.766
38.353 -79.767
38.357 -79.764
38.358 -79.758
38.357 -79.756
38.354 -79.744
38.354 -79.741
38.357 -79.735
38.36 -79.732
38.361 -79.73
38.362 -79.729
38.362 -79.728
38.362 -79.727
38.363 -79.726
38.364 -79.726
38.366 -79.726
38.371 -79.727
38.372 -79.728
38.372 -79.73
38.373 -79.732
38.374 -79.732
38.378 -79.731
38.38 -79.73
38.381 -79.73
38.387 -79.726
38.39 -79.723
38.395 -79.72
38.397 -79.719
38.402 -79.717
38.404 -79.714
38.405 -79.713
38.41 -79.709
38.412 -79.709
38.416 -79.707
38.431 -79.69
38.433 -79.69
38.434 -79.691
38.436 -79.692
38.44 -79.691
38.443 -79.69
38.446 -79.691
38.45 -79.689
38.45 -79.688
38.457 -79.688
38.459 -79.689
38.464 -79.691
38.469 -79.696
38.47 -79.699
38.474 -79.7
38.475 -79.699
38.478 -79.696
38.478 -79.694
38.481 -79.693
38.481 -79.695
38.485 -79.697
38.487 -79.698
38.494 -79.695
38.496 -79.692
38.497 -79.691
38.496 -79.688
38.501 -79.683
38.505 -79.682
38.508 -79.682
38.511 -79.68
38.51 -79.674
38.51 -79.673
38.508 -79.67
38.511 -79.669
38.512 -79.669
38.513 -79.668
38.514 -79.666
38.514 -79.663
38.516 -79.662
38.519 -79.663
38.524 -79.667
38.527 -79.67
38.528 -79.672
38.529 -79.673
38.534 -79.669
38.538 -79.667
38.543 -79.67
38.55 -79.669
38.561 -79.665
38.561 -79.663
38.562 -79.659
38.566 -79.661
38.567 -79.662
38.573 -79.659
38.573 -79.658
38.576 -79.656
38.592 -79.649
38.563 -79.572
38.563 -79.566
38.56 -79.555
38.553 -79.543
38.552 -79.538
38.551 -79.537
38.546 -79.533
38.545 -79.533
38.543 -79.532
38.534 -79.521
38.526 -79.516
38.517 -79.511
38.516 -79.511
38.498 -79.5
38.474 -79.486
38.457 -79.477
38.457 -79.476
38.427 -79.37
38.412 -79.312
38.415 -79.3
38.416 -79.298
38.418 -79.296
38.42 -79.292
38.421 -79.291
38.421 -79.288
38.421 -79.287
38.419 -79.286
38.418 -79.283
38.421 -79.28
38.424 -79.28
38.425 -79.28
38.427 -79.281
38.429 -79.282
38.431 -79.283
38.432 -79.283
38.432 -79.282
38.436 -79.275
38.437 -79.272
38.438 -79.267
38.442 -79.265
38.444 -79.263
38.445 -79.263
38.448 -79.261
38.456 -79.254
38.456 -79.253
38.453 -79.247
38.454 -79.243
38.457 -79.242
38.464 -79.242
38.47 -79.24
38.473 -79.234
38.474 -79.232
38.476 -79.226
38.478 -79.224
38.481 -79.221
38.482 -79.221
38.485 -79.221
38.487 -79.219
38.489 -79.215
38.493 -79.211
38.494 -79.21
38.496 -79.21
38.5 -79.208
38.504 -79.207
38.507 -79.211
38.525 -79.206
38.528 -79.201
38.537 -79.197
38.542 -79.193
38.547 -79.189
38.552 -79.184
38.56 -79.181
38.566 -79.177
38.566 -79.175
38.567 -79.175
38.567 -79.174
38.568 -79.171
38.569 -79.171
38.572 -79.172
38.574 -79.171
38.578 -79.168
38.579 -79.168
38.583 -79.163
38.592 -79.159
38.594 -79.158
38.595 -79.159
38.601 -79.159
38.607 -79.154
38.609 -79.156
38.611 -79.155
38.621 -79.151
38.626 -79.147
38.634 -79.143
38.637 -79.14
38.638 -79.138
38.641 -79.137
38.642 -79.136
38.644 -79.136
38.644 -79.135
38.646 -79.134
38.652 -79.132
38.653 -79.131
38.655 -79.13
38.66 -79.122
38.66 -79.12
38.66 -79.112
38.656 -79.106
38.659 -79.093
38.66 -79.093
38.661 -79.093
38.663 -79.093
38.664 -79.092
38.669 -79.091
38.674 -79.088
38.687 -79.084
38.689 -79.086
38.69 -79.088
38.693 -79.091
38.699 -79.092
38.7 -79.093
38.702 -79.093
38.716 -79.087
38.72 -79.087
38.725 -79.085
38.73 -79.082
38.735 -79.08
38.739 -79.077
38.742 -79.074
38.745 -79.073
38.748 -79.073
38.748 -79.072
38.754 -79.065
38.757 -79.061
38.76 -79.058
38.761 -79.057
38.767 -79.057
38.771 -79.056
38.772 -79.054
38.773 -79.052
38.774 -79.051
38.778 -79.052
38.779 -79.052
38.781 -79.054
38.783 -79.056
38.786 -79.055
38.791 -79.049
38.792 -79.047
38.791 -79.033
38.791 -79.029
38.792 -79.027
38.799 -79.023
38.803 -79.023
38.804 -79.024
38.809 -79.024
38.818 -79.02
38.82 -79.017
38.82 -79.012
38.822 -79.008
38.824 -79.007
38.825 -79.006
38.826 -79.006
38.83 -79.005
38.837 -79.002
38.84 -78.999
38.841 -78.999
38.845 -79
38.847 -78.998
38.85 -78.994
38.782 -78.896
38.763 -78.869
38.767 -78.866
38.772 -78.864
38.795 -78.848
38.812 -78.835
38.814 -78.832
38.822 -78.827
38.831 -78.821
38.842 -78.815
38.85 -78.811
38.856 -78.808
38.858 -78.807
38.875 -78.796
38.878 -78.792
38.88 -78.79
38.885 -78.788
38.887 -78.786
38.892 -78.779
38.894 -78.773
38.901 -78.759
38.903 -78.757
38.906 -78.755
38.908 -78.755
38.916 -78.751
38.927 -78.739
38.931 -78.726
38.931 -78.724
38.931 -78.722
38.934 -78.718
38.936 -78.717
38.927 -78.72
38.924 -78.72
38.923 -78.72
38.922 -78.72
38.92 -78.719
38.91 -78.721
38.908 -78.72
38.906 -78.72
38.905 -78.719
38.904 -78.717
38.905 -78.716
38.906 -78.715
38.907 -78.714
38.909 -78.713
38.915 -78.704
38.916 -78.697
38.922 -78.691
38.924 -78.69
38.925 -78.688
38.926 -78.682
38.925 -78.68
38.928 -78.677
38.934 -78.671
38.939 -78.667
38.942 -78.666
38.946 -78.662
38.947 -78.659
38.954 -78.655
38.961 -78.652
38.968 -78.647
38.967 -78.638
38.975 -78.632
38.977 -78.632
38.98 -78.631
38.981 -78.63
38.981 -78.628
38.983 -78.626
38.983 -78.62
38.981 -78.62
38.977 -78.62
38.974 -78.619
38.976 -78.614
38.976 -78.611
38.97 -78.608
38.965 -78.602
38.967 -78.601
38.97 -78.599
38.97 -78.596
38.972 -78.593
38.979 -78.589
38.985 -78.583
38.988 -78.582
38.991 -78.58
39 -78.571
39.002 -78.57
39.009 -78.562
39.012 -78.559
39.015 -78.555
39.016 -78.552
39.018 -78.55
39.021 -78.557
39.024 -78.56
39.026 -78.563
39.026 -78.565
39.026 -78.566
39.032 -78.572
39.042 -78.56
39.045 -78.557
39.048 -78.554
39.054 -78.548
39.055 -78.546
39.057 -78.544
39.061 -78.54
39.067 -78.532
39.068 -78.527
39.071 -78.523
39.078 -78.517
39.08 -78.516
39.082 -78.516
39.085 -78.512
39.089 -78.508
39.091 -78.504
39.099 -78.496
39.101 -78.495
39.107 -78.484
39.11 -78.478
39.109 -78.477
39.107 -78.475
39.108 -78.473
39.11 -78.47
39.111 -78.47
39.113 -78.467
39.113 -78.46
39.132 -78.439
39.135 -78.438
39.142 -78.437
39.153 -78.427
39.158 -78.414
39.16 -78.413
39.163 -78.409
39.167 -78.404
39.168 -78.404
39.171 -78.407
39.173 -78.412
39.183 -78.426
39.187 -78.429
39.192 -78.424
39.193 -78.425
39.196 -78.431
39.197 -78.437
39.198 -78.439
39.2 -78.437
39.205 -78.432
39.206 -78.431
39.207 -78.43
39.209 -78.428
39.212 -78.424
39.218 -78.418
39.231 -78.406
39.238 -78.405
39.241 -78.404
39.244 -78.4
39.253 -78.409
39.256 -78.415
39.255 -78.416
39.256 -78.419
39.257 -78.419
39.264 -78.414
39.275 -78.403
39.277 -78.402
39.281 -78.399
39.283 -78.394
39.283 -78.393
39.285 -78.392
39.285 -78.391
39.289 -78.389
39.291 -78.387
39.293 -78.387
39.295 -78.386
39.305 -78.375
39.308 -78.372
39.31 -78.367
39.317 -78.365
39.318 -78.362
39.318 -78.36
39.319 -78.359
39.339 -78.346
39.341 -78.345
39.341 -78.346
39.343 -78.348
39.343 -78.347
39.344 -78.347
39.347 -78.344
39.347 -78.343
39.346 -78.341
39.349 -78.339
39.35 -78.339
39.353 -78.34
39.355 -78.349
39.357 -78.357
39.358 -78.362
39.359 -78.367
39.363 -78.363
39.372 -78.355
39.389 -78.343
39.393 -78.35
39.397 -78.349
39.404 -78.358
39.409 -78.36
39.413 -78.359
39.416 -78.357
39.421 -78.351
39.424 -78.348
39.428 -78.347
39.431 -78.348
39.437 -78.353
39.441 -78.348
39.443 -78.347
39.446 -78.346
39.448 -78.347
39.451 -78.347
39.453 -78.346
39.459 -78.345
39.462 -78.349
39.466 -78.347
segment Virginia
37.994 -75.624
38.006 -75.489
38.008 -75.461
38.009 -75.449
38.01 -75.436
38.011 -75.429
38.013 -75.399
38.02 -75.323
38.026 -75.251
38.027 -75.242
38.014 -75.253
37.998 -75.266
37.994 -75.269
37.976 -75.283
37.961 -75.295
37.959 -75.297
37.958 -75.298
37.922 -75.319
37.894 -75.334
37.893 -75.334
37.873 -75.349
37.872 -75.35
37.867 -75.356
37.864 -75.359
37.863 -75.361
37.859 -75.367
37.859 -75.375
37.868 -75.392
37.871 -75.396
37.875 -75.401
37.875 -75.409
37.875 -75.429
37.872 -75.438
37.87 -75.442
37.864 -75.453
37.852 -75.468
37.851 -75.468
37.832 -75.487
37.818 -75.499
37.818 -75.5
37.817 -75.5
37.816 -75.501
37.81 -75.506
37.799 -75.515
37.782 -75.525
37.777 -75.528
37.774 -75.53
37.768 -75.533
37.763 -75.536
37.759 -75.539
37.742 -75.548
37.724 -75.557
37.713 -75.565
37.711 -75.566
37.703 -75.572
37.702 -75.572
37.685 -75.58
37.684 -75.581
37.682 -75.582
37.679 -75.582
37.661 -75.586
37.635 -75.597
37.62 -75.603
37.606 -75.611
37.586 -75.612
37.58 -75.609
37.578 -75.608
37.577 -75.596
37.576 -75.596
37.57 -75.594
37.557 -75.607
37.555 -75.608
37.522 -75.633
37.472 -75.666
37.467 -75.665
37.459 -75.664
37.455 -75.662
37.439 -75.666
37.43 -75.673
37.414 -75.689
37.405 -75.698
37.39 -75.708
37.373 -75.721
37.365 -75.725
37.36 -75.727
37.359 -75.726
37.358 -75.726
37.356 -75.726
37.355 -75.726
37.35 -75.727
37.335 -75.736
37.306 -75.765
37.298 -75.778
37.297 -75.779
37.297 -75.781
37.301 -75.785
37.301 -75.792
37.298 -75.797
37.296 -75.798
37.276 -75.791
37.252 -75.799
37.237 -75.796
37.231 -75.79
37.228 -75.79
37.226 -75.791
37.225 -75.791
37.224 -75.792
37.221 -75.794
37.217 -75.797
37.212 -75.801
37.208 -75.804
37.201 -75.8
37.197 -75.801
37.182 -75.818
37.178 -75.822
37.174 -75.826
37.173 -75.827
37.171 -75.83
37.169 -75.832
37.168 -75.834
37.159 -75.846
37.156 -75.849
37.156 -75.85
37.15 -75.858
37.136 -75.878
37.126 -75.886
37.123 -75.891
37.118 -75.897
37.114 -75.907
37.115 -75.912
37.12 -75.913
37.134 -75.926
37.125 -75.943
37.121 -75.946
37.118 -75.963
37.119 -75.97
37.129 -75.97
37.157 -75.978
37.164 -75.983
37.189 -75.999
37.195 -76.006
37.205 -76.013
37.215 -76.014
37.219 -76.014
37.232 -76.011
