segment Pakistan
34.746 74.612
34.77 74.58
34.769 74.577
34.772 74.565
34.774 74.561
34.777 74.544
34.775 74.515
34.776 74.507
34.787 74.485
34.79 74.477
34.791 74.474
34.803 74.376
34.803 74.368
34.79 74.346
34.79 74.341
34.792 74.332
34.792 74.331
34.8 74.315
34.8 74.307
34.798 74.303
34.774 74.287
34.768 74.28
34.763 74.27
34.752 74.239
34.75 74.227
34.747 74.226
34.74 74.21
34.737 74.203
34.717 74.175
34.695 74.149
34.691 74.142
34.69 74.133
34.691 74.117
34.693 74.097
34.695 74.093
34.694 74.087
34.692 74.081
34.685 74.06
34.685 74.049
34.687 74.042
34.71 74.013
34.708 74
34.704 73.986
34.697 73.96
34.677 73.942
34.646 73.927
34.592 73.942
34.573 73.948
34.547 73.895
34.515 73.887
34.496 73.899
34.473 73.855
34.442 73.807
34.416 73.777
34.371 73.764
34.36 73.763
34.35 73.773
34.357 73.807
34.338 73.842
34.354 73.879
34.36 73.899
34.342 73.92
34.302 73.941
34.265 73.976
34.239 73.982
34.212 73.977
34.17 73.945
34.142 73.917
34.122 73.904
34.097 73.904
34.075 73.886
34.05 73.883
34.033 73.898
34.03 74
34.022 74.006
34.029 74.039
34.03 74.044
34.031 74.057
34.035 74.061
34.038 74.087
34.04 74.096
34.046 74.1
34.054 74.115
34.055 74.124
34.053 74.132
34.043 74.149
34.039 74.161
34.04 74.181
34.04 74.196
34.039 74.215
34.033 74.226
34.026 74.237
34.014 74.249
33.974 74.263
33.955 74.263
33.943 74.264
33.925 74.261
33.895 74.246
33.867 74.22
33.859 74.208
33.851 74.192
33.84 74.17
33.83 74.143
33.828 74.13
33.826 74.09
33.82 74.066
33.811 74.053
33.809 74.049
33.795 74.038
33.776 74.028
33.772 74.024
33.753 74
33.74 73.966
33.72 73.956
33.694 73.976
33.624 74
33.575 74.028
33.566 74.045
33.565 74.054
33.569 74.074
33.573 74.088
33.57 74.096
33.569 74.097
33.543 74.123
33.518 74.143
33.482 74.178
33.468 74.185
33.466 74.186
33.456 74.187
33.442 74.183
33.43 74.182
33.426 74.179
33.402 74.18
33.391 74.184
33.384 74.185
33.347 74.171
33.346 74.169
33.344 74.167
33.286 74.118
33.281 74.116
33.271 74.103
33.264 74.091
33.26 74.079
33.26 74.068
33.26 74.065
33.264 74.048
33.265 74.037
33.262 74.024
33.259 74.02
33.25 74.013
33.238 74.011
33.219 74.011
33.198 74.014
33.193 74.018
33.189 74.026
33.188 74.034
33.187 74.056
33.181 74.083
33.173 74.1
33.164 74.112
33.135 74.145
33.134 74.149
33.126 74.157
33.107 74.176
33.077 74.191
33.047 74.199
33.043 74.205
33.043 74.216
33.045 74.22
33.047 74.242
33.049 74.255
33.043 74.283
33.031 74.308
33.029 74.326
33.026 74.338
33.016 74.35
33.013 74.352
32.99 74.353
32.983 74.353
32.966 74.346
32.941 74.321
32.93 74.316
32.92 74.318
32.913 74.327
32.908 74.348
32.908 74.368
32.909 74.386
32.907 74.406
32.904 74.414
32.893 74.425
32.884 74.428
32.88 74.429
32.858 74.426
32.845 74.43
32.829 74.443
32.826 74.445
32.817 74.451
32.805 74.454
32.802 74.457
32.781 74.466
32.775 74.478
32.773 74.48
32.76 74.503
32.741 74.532
32.745 74.541
32.755 74.567
32.756 74.574
32.753 74.579
32.757 74.594
32.758 74.615
32.778 74.633
32.792 74.642
32.811 74.637
32.818 74.638
32.823 74.642
32.828 74.661
32.838 74.681
32.84 74.697
32.827 74.7
32.81 74.695
32.796 74.688
32.782 74.678
32.767 74.668
32.763 74.668
32.755 74.662
32.718 74.65
32.692 74.654
32.68 74.662
32.675 74.669
32.667 74.675
32.666 74.676
32.658 74.676
32.646 74.669
32.637 74.658
32.626 74.649
32.611 74.642
32.596 74.643
32.572 74.648
32.56 74.652
32.553 74.66
32.551 74.662
32.538 74.681
32.53 74.683
32.515 74.679
32.504 74.681
32.493 74.687
32.485 74.698
32.482 74.721
32.482 74.744
32.479 74.747
32.479 74.748
32.48 74.758
32.482 74.761
32.484 74.799
32.496 74.819
32.496 74.835
32.493 74.856
32.489 74.862
32.486 74.877
32.482 74.883
32.478 74.885
32.47 74.891
32.466 74.9
32.468 74.924
32.468 74.934
32.461 74.944
32.454 74.949
32.453 74.964
32.448 74.973
32.448 74.979
32.45 74.988
32.459 75
32.463 75.002
32.469 75.006
32.476 75.012
32.485 75.021
32.492 75.03
32.492 75.037
32.482 75.061
32.483 75.072
32.48 75.083
32.466 75.098
32.455 75.107
32.454 75.11
32.444 75.119
32.441 75.121
32.421 75.128
32.415 75.139
32.413 75.148
32.417 75.16
32.425 75.18
32.424 75.189
32.42 75.192
32.405 75.195
32.402 75.2
32.4 75.224
32.399 75.232
32.396 75.237
32.38 75.253
32.367 75.28
32.358 75.289
32.345 75.311
32.332 75.33
32.323 75.337
32.304 75.334
32.296 75.336
32.289 75.34
32.284 75.349
32.274 75.356
32.274 75.372
32.271 75.377
32.265 75.381
32.261 75.382
32.253 75.375
32.229 75.375
32.224 75.375
32.216 75.364
32.212 75.355
32.201 75.323
32.193 75.317
32.171 75.318
32.159 75.314
32.155 75.309
32.144 75.288
32.142 75.283
32.135 75.277
32.119 75.275
32.113 75.272
32.087 75.239
32.084 75.233
32.085 75.228
32.091 75.224
32.107 75.225
32.113 75.223
32.119 75.212
32.119 75.211
32.116 75.205
32.105 75.201
32.092 75.201
32.081 75.194
32.066 75.172
32.067 75.152
32.074 75.127
32.06 75.111
32.06 75.096
32.055 75.087
32.056 75.082
32.063 75.074
32.041 75.051
32.039 75.046
32.041 75.031
32.039 75.023
32.03 75.011
32.029 75.005
32.029 75
32.029 74.998
32.035 74.987
32.055 74.96
32.059 74.946
32.06 74.933
32.056 74.92
32.049 74.909
32.027 74.882
32.017 74.867
32.006 74.851
32.001 74.847
32 74.832
31.987 74.825
31.98 74.822
31.955 74.811
31.95 74.808
31.947 74.804
31.944 74.798
31.94 74.785
31.936 74.762
31.937 74.736
31.942 74.727
31.958 74.718
31.958 74.709
31.931 74.705
31.925 74.703
31.909 74.679
31.885 74.648
31.876 74.639
31.862 74.62
31.848 74.59
31.841 74.581
31.831 74.576
31.828 74.576
31.823 74.573
31.821 74.567
31.822 74.558
31.822 74.544
31.819 74.542
31.813 74.542
31.806 74.541
31.786 74.538
31.777 74.54
31.769 74.542
31.763 74.546
31.758 74.545
31.756 74.542
31.757 74.534
31.762 74.526
31.762 74.521
31.76 74.517
31.754 74.518
31.742 74.518
31.723 74.517
31.718 74.52
31.698 74.53
31.681 74.541
31.657 74.557
31.623 74.579
31.606 74.586
31.592 74.593
31.568 74.601
31.537 74.606
31.519 74.607
31.506 74.612
31.484 74.634
31.472 74.639
31.465 74.641
31.424 74.625
31.404 74.601
31.397 74.595
31.347 74.572
31.337 74.568
31.335 74.568
31.295 74.55
31.266 74.552
31.261 74.553
31.253 74.552
31.206 74.537
31.194 74.534
31.169 74.533
31.154 74.536
31.136 74.544
31.134 74.545
31.123 74.556
31.116 74.564
31.11 74.574
31.108 74.582
31.109 74.591
31.119 74.604
31.119 74.618
31.115 74.637
31.112 74.651
31.107 74.664
31.1 74.672
31.087 74.679
31.075 74.684
31.065 74.687
31.061 74.686
31.057 74.68
31.057 74.662
31.053 74.656
31.045 74.652
31.027 74.649
31.021 74.639
31.022 74.627
31.027 74.618
31.039 74.605
31.046 74.597
31.052 74.593
31.067 74.572
31.068 74.558
31.063 74.553
31.015 74.544
31.009 74.545
30.993 74.548
30.987 74.542
30.983 74.534
30.972 74.518
30.965 74.502
30.969 74.491
30.97 74.485
30.966 74.471
30.963 74.468
30.962 74.464
30.949 74.446
30.934 74.429
30.926 74.421
30.912 74.419
30.906 74.416
30.906 74.413
30.904 74.395
30.892 74.383
30.89 74.376
30.885 74.366
30.879 74.362
30.872 74.362
30.86 74.371
30.853 74.372
30.846 74.363
30.846 74.359
30.85 74.351
30.852 74.344
30.847 74.336
30.847 74.325
30.844 74.32
30.828 74.318
30.807 74.301
30.795 74.295
30.785 74.3
30.779 74.296
30.773 74.288
30.773 74.265
30.768 74.262
30.762 74.266
30.743 74.274
30.735 74.282
30.73 74.282
30.729 74.28
30.731 74.268
30.723 74.254
30.722 74.241
30.72 74.232
30.708 74.222
30.688 74.208
30.672 74.197
30.659 74.186
30.659 74.183
30.633 74.151
30.629 74.144
30.629 74.131
30.616 74.116
30.613 74.104
30.608 74.1
30.6 74.101
30.579 74.096
30.564 74.097
30.56 74.08
30.555 74.076
30.551 74.076
30.545 74.084
30.541 74.085
30.529 74.078
30.52 74.067
30.522 74.056
30.529 74.048
30.538 74.04
30.536 74.032
30.525 74.026
30.505 73.989
30.501 73.984
30.488 73.973
30.48 73.969
30.463 73.967
30.458 73.963
30.458 73.955
30.462 73.947
30.463 73.935
30.458 73.932
30.443 73.937
30.433 73.932
30.425 73.93
30.421 73.928
30.42 73.92
30.417 73.903
30.413 73.901
30.402 73.894
30.391 73.88
30.383 73.873
30.375 73.871
30.369 73.871
30.361 73.875
30.36 73.88
30.352 73.893
30.334 73.921
30.333 73.922
30.326 73.927
30.306 73.944
30.297 73.948
30.277 73.957
30.245 73.965
30.202 73.969
30.191 73.965
30.176 73.946
30.167 73.932
30.156 73.913
30.15 73.906
30.112 73.851
30.108 73.848
30.105 73.842
30.088 73.821
30.08 73.814
30.07 73.804
30.064 73.788
30.061 73.777
30.058 73.77
30.045 73.717
30.044 73.712
30.024 73.629
30.023 73.618
30.01 73.578
30.003 73.558
30 73.55
29.969 73.467
29.948 73.408
29.939 73.397
29.917 73.39
29.893 73.381
29.885 73.38
29.884 73.378
29.879 73.378
29.854 73.37
29.776 73.347
29.763 73.343
29.745 73.336
29.738 73.336
29.734 73.333
29.726 73.331
29.705 73.324
29.66 73.31
29.585 73.286
29.556 73.275
29.526 73.258
29.524 73.255
29.515 73.252
29.492 73.238
29.486 73.233
29.479 73.23
29.452 73.214
29.425 73.197
29.389 73.176
29.319 73.132
29.314 73.131
29.261 73.098
29.255 73.097
29.198 73.044
29.185 73.034
29.157 73.006
29.151 73.001
29.147 73
29.077 72.965
29.069 72.962
29.034 72.944
29.028 72.936
29.021 72.919
29.02 72.915
29.004 72.871
28.995 72.847
28.97 72.781
28.96 72.756
28.95 72.73
28.944 72.722
28.936 72.707
28.933 72.699
28.926 72.686
28.919 72.677
28.889 72.623
28.885 72.62
28.885 72.616
28.882 72.612
28.87 72.588
28.862 72.577
28.852 72.559
28.851 72.552
28.843 72.543
28.839 72.535
28.823 72.506
28.806 72.473
28.788 72.418
28.786 72.411
28.775 72.396
28.704 72.33
28.665 72.302
28.619 72.286
28.601 72.28
28.527 72.253
28.511 72.249
28.506 72.244
28.496 72.243
28.475 72.236
28.4 72.209
28.358 72.184
28.333 72.151
28.33 72.151
28.319 72.141
28.304 72.124
28.277 72.088
28.257 72.059
28.227 72.019
28.204 71.992
28.177 71.969
28.114 71.922
28.101 71.922
28.041 71.911
27.964 71.9
27.958 71.89
27.952 71.868
27.942 71.833
27.911 71.749
27.91 71.746
27.903 71.725
27.892 71.696
27.886 71.675
27.877 71.585
27.874 71.511
27.869 71.42
27.866 71.353
27.865 71.343
27.849 71.249
27.849 71.244
27.843 71.221
27.821 71.169
27.785 71.087
27.755 71.016
27.721 70.932
27.711 70.906
27.706 70.885
27.705 70.865
27.709 70.846
27.711 70.818
27.713 70.804
27.715 70.767
27.717 70.758
27.727 70.751
27.742 70.738
27.76 70.726
27.769 70.722
27.776 70.715
27.78 70.714
27.794 70.705
27.8 70.703
27.808 70.698
27.819 70.689
27.839 70.678
27.851 70.676
27.87 70.673
27.914 70.672
27.93 70.661
27.961 70.628
27.988 70.599
28.02 70.563
28.032 70.53
28.036 70.51
28.034 70.479
28.03 70.46
28.022 70.432
28.017 70.409
28.008 70.366
27.983 70.336
27.977 70.333
27.965 70.322
27.946 70.303
27.93 70.281
27.885 70.208
27.856 70.181
27.834 70.157
27.767 70.108
27.708 70.083
27.635 70.051
27.57 70.025
27.556 70.016
27.545 70
27.502 69.936
27.479 69.921
27.46 69.908
27.403 69.862
27.393 69.849
27.379 69.833
27.36 69.813
27.346 69.794
27.295 69.725
27.278 69.699
27.251 69.666
27.193 69.604
27.189 69.601
27.178 69.587
27.165 69.578
27.138 69.565
27.117 69.557
27.078 69.54
27.069 69.537
27.017 69.513
27.014 69.513
26.943 69.504
26.9 69.501
26.872 69.496
26.823 69.486
26.806 69.484
26.794 69.488
26.748 69.508
26.74 69.515
26.736 69.522
26.725 69.55
26.716 69.575
26.712 69.581
26.707 69.592
26.705 69.602
26.7 69.608
26.673 69.677
26.668 69.69
26.665 69.699
26.654 69.722
26.638 69.743
26.614 69.772
26.6 69.795
26.592 69.815
26.588 69.832
26.583 69.856
26.581 69.879
26.582 69.911
26.583 69.918
26.587 69.955
26.594 69.996
26.594 70
26.599 70.025
26.6 70.04
26.599 70.048
26.599 70.066
26.596 70.088
26.59 70.107
26.574 70.139
26.568 70.15
26.559 70.161
26.551 70.168
26.535 70.173
26.514 70.179
26.499 70.182
26.487 70.184
26.47 70.181
26.433 70.176
26.404 70.178
26.384 70.178
26.375 70.179
26.366 70.178
26.35 70.178
26.307 70.167
26.291 70.165
26.277 70.165
26.273 70.167
26.259 70.171
26.245 70.173
26.202 70.162
26.194 70.159
26.166 70.145
26.139 70.126
26.097 70.094
26.082 70.086
26.074 70.083
26.058 70.08
26.031 70.087
25.997 70.091
25.965 70.091
25.944 70.096
25.924 70.107
25.875 70.142
25.869 70.145
25.81 70.208
25.805 70.211
25.792 70.225
25.77 70.243
25.75 70.254
25.719 70.267
25.711 70.275
25.703 70.309
25.695 70.328
25.681 70.375
25.681 70.396
25.684 70.407
25.681 70.41
25.682 70.415
25.684 70.433
25.689 70.484
25.689 70.491
25.689 70.526
25.694 70.542
25.701 70.56
25.701 70.563
25.706 70.569
25.716 70.594
25.718 70.605
25.717 70.613
25.717 70.625
25.715 70.64
25.711 70.649
25.702 70.659
25.686 70.669
25.672 70.672
25.661 70.672
25.606 70.665
25.578 70.665
25.55 70.664
25.501 70.67
25.426 70.665
25.405 70.664
25.396 70.666
25.361 70.704
25.326 70.737
25.3 70.744
25.296 70.745
25.272 70.752
25.234 70.791
25.177 70.852
25.152 70.877
25.146 70.881
25.117 70.889
25.109 70.889
25.086 70.894
25.049 70.902
25.041 70.902
25 70.914
24.986 70.918
24.902 70.956
24.887 70.963
24.844 70.996
24.806 71.021
24.786 71.033
24.777 71.035
24.753 71.045
24.731 71.057
24.718 71.067
24.713 71.074
24.704 71.079
24.693 71.086
24.688 71.086
24.674 71.079
24.663 71.065
24.659 71.058
24.654 71.043
24.645 71.021
24.636 71.008
24.622 70.998
24.603 70.989
24.55 70.988
24.527 70.997
24.511 70.999
24.487 70.994
24.473 70.994
24.46 70.998
24.46 70.999
24.449 71.001
24.443 71.004
24.441 71.01
24.433 71.02
24.434 71.076
24.436 71.093
24.433 71.107
24.427 71.118
24.421 71.123
24.409 71.124
24.399 71.112
24.391 71.081
24.362 71.05
24.356 71.038
24.354 71.027
24.352 71.014
24.357 71.002
24.363 70.991
24.363 70.981
24.345 70.956
24.338 70.931
24.323 70.915
24.319 70.906
24.314 70.896
24.305 70.873
24.299 70.866
24.292 70.865
24.284 70.866
24.278 70.873
24.274 70.893
24.265 70.904
24.257 70.894
24.254 70.883
24.251 70.866
24.247 70.854
24.243 70.846
24.238 70.842
24.234 70.837
24.233 70.834
24.225 70.816
24.223 70.806
24.222 70.791
24.221 70.764
24.221 70.726
24.223 70.69
24.225 70.655
24.233 70.634
24.239 70.614
24.24 70.594
24.244 70.584
24.252 70.574
24.259 70.572
24.265 70.572
24.274 70.577
24.279 70.583
24.285 70.588
24.29 70.574
24.294 70.572
24.298 70.573
24.31 70.587
24.319 70.578
24.331 70.572
24.352 70.562
24.358 70.561
24.363 70.574
24.368 70.582
24.374 70.585
24.392 70.595
24.4 70.596
24.412 70.593
24.42 70.575
24.419 70.56
24.41 70.532
24.391 70.483
24.387 70.466
24.387 70.46
24.353 70.37
24.352 70.358
24.347 70.326
24.342 70.307
24.34 70.297
24.33 70.271
24.321 70.248
24.317 70.237
24.317 70.231
24.308 70.191
24.301 70.15
24.298 70.144
24.291 70.119
24.285 70.11
24.27 70.104
24.235 70.088
24.216 70.077
24.193 70.059
24.184 70.049
24.173 70.032
24.169 70.024
24.17 70.019
24.168 70.012
24.166 70.001
24.166 70
24.165 69.979
24.164 69.912
24.166 69.906
24.165 69.899
24.166 69.874
24.165 69.87
24.165 69.866
24.166 69.858
24.168 69.835
24.167 69.825
24.172 69.767
24.174 69.751
24.174 69.741
24.175 69.725
24.18 69.717
24.189 69.709
24.19 69.702
24.198 69.693
24.205 69.681
24.212 69.675
24.217 69.67
24.26 69.617
24.268 69.613
24.287 69.59
24.287 69.579
24.277 69.56
24.274 69.543
24.263 69.504
24.262 69.478
24.263 69.478
24.264 69.468
24.271 69.443
24.273 69.438
24.274 69.432
24.274 69.412
24.271 69.4
24.269 69.395
24.269 69.392
24.266 69.382
24.266 69.362
24.274 69.331
24.277 69.31
24.274 69.293
24.269 69.275
24.267 69.271
24.264 69.271
24.264 69.268
24.255 69.243
24.252 69.236
24.251 69.229
24.247 69.222
24.235 69.2
24.236 69.19
24.246 69.158
24.249 69.156
24.249 69.148
24.25 69.148
24.253 69.137
24.262 69.118
24.266 69.105
24.269 69.093
24.268 69.085
24.265 69.079
24.26 69.07
24.242 69.039
24.229 69.014
24.226 69.001
24.226 68.986
24.229 68.981
24.238 68.971
24.254 68.96
24.261 68.957
24.276 68.948
24.291 68.939
24.294 68.934
24.294 68.927
24.286 68.91
24.277 68.897
24.265 68.889
24.239 68.881
24.231 68.881
24.225 68.879
24.214 68.874
24.206 68.868
24.205 68.864
24.206 68.853
24.208 68.848
24.228 68.84
24.25 68.836
24.288 68.831
24.299 68.832
24.308 68.826
24.303 68.805
24.3 68.792
24.294 68.773
24.29 68.767
24.284 68.764
24.236 68.764
24.207 68.763
24.191 68.762
24.161 68.762
24.1 68.761
24.036 68.76
24 68.751
23.962 68.749
23.964 68.385
23.967 68.382
23.97 68.381
23.977 68.379
23.982 68.376
23.983 68.374
23.982 68.371
23.979 68.366
23.977 68.361
23.973 68.36
23.971 68.353
23.969 68.348
23.969 68.343
23.967 68.339
23.965 68.335
23.958 68.332
23.949 68.332
23.942 68.332
23.937 68.333
23.93 68.332
23.925 68.33
23.922 68.326
23.92 68.32
23.924 68.319
23.922 68.315
23.924 68.307
23.938 68.286
23.939 68.279
23.937 68.274
23.929 68.264
23.907 68.247
23.9 68.238
23.889 68.213
23.888 68.209
23.885 68.2
23.886 68.186
23.871 68.193
23.852 68.19
23.85 68.189
23.854 68.178
23.851 68.173
23.857 68.168
23.855 68.16
23.87 68.144
23.87 68.136
23.866 68.135
23.856 68.137
23.842 68.143
23.84 68.142
23.842 68.124
23.845 68.12
23.852 68.117
23.854 68.112
23.856 68.104
23.846 68.108
23.843 68.104
23.834 68.084
23.833 68.076
23.835 68.073
23.841 68.07
23.848 68.063
23.851 68.056
23.854 68.053
23.881 68.047
23.89 68.048
23.897 68.05
23.903 68.055
23.905 68.048
23.911 68.046
23.912 68.042
23.903 68.03
23.895 68.033
23.88 68.028
23.869 68.028
23.83 68.042
23.822 68.04
23.811 68.043
23.803 68.04
23.8 68.044
23.795 68.045
23.79 68.043
23.788 68.035
23.788 68.034
23.787 67.996
23.796 67.981
23.803 67.979
23.811 67.97
23.815 67.963
23.816 67.958
23.811 67.955
23.812 67.952
23.838 67.936
23.844 67.926
23.849 67.922
23.852 67.92
23.849 67.919
23.841 67.922
23.829 67.93
23.83 67.924
23.848 67.894
23.859 67.872
23.892 67.865
23.902 67.865
23.924 67.871
23.93 67.873
23.947 67.886
23.965 67.903
23.975 67.894
23.972 67.892
23.967 67.881
23.955 67.872
23.946 67.864
23.922 67.855
23.909 67.846
23.876 67.838
23.873 67.839
23.853 67.836
23.844 67.835
23.825 67.836
23.819 67.834
23.817 67.831
23.814 67.827
23.811 67.821
23.815 67.808
23.814 67.801
23.816 67.791
23.822 67.782
23.827 67.772
23.831 67.753
23.838 67.735
23.853 67.712
23.856 67.709
23.856 67.705
23.849 67.709
23.837 67.717
23.809 67.749
23.805 67.751
23.801 67.75
23.8 67.747
23.799 67.726
23.803 67.718
23.798 67.707
23.804 67.693
23.805 67.685
23.797 67.677
23.799 67.672
23.798 67.663
23.795 67.656
23.795 67.652
23.805 67.638
23.809 67.627
23.812 67.626
23.834 67.633
23.837 67.632
23.842 67.627
23.843 67.625
23.841 67.618
23.849 67.601
23.84 67.6
23.838 67.598
23.838 67.585
23.839 67.583
23.854 67.579
23.87 67.581
23.884 67.579
23.889 67.576
23.883 67.572
23.874 67.573
23.87 67.573
23.868 67.57
23.868 67.565
23.873 67.549
23.876 67.549
23.877 67.555
23.888 67.546
23.893 67.535
23.893 67.531
23.883 67.534
23.876 67.535
23.875 67.534
23.88 67.519
23.885 67.51
23.899 67.496
23.9 67.494
23.903 67.47
23.907 67.466
23.917 67.462
23.921 67.463
23.922 67.466
23.92 67.468
23.913 67.473
23.907 67.48
23.907 67.483
23.909 67.488
23.914 67.491
23.922 67.487
23.93 67.488
23.937 67.486
23.94 67.481
23.939 67.47
23.942 67.466
23.945 67.466
23.947 67.469
23.947 67.479
23.959 67.489
23.961 67.494
23.963 67.501
23.966 67.504
23.97 67.501
23.973 67.493
23.974 67.486
23.971 67.478
23.944 67.428
23.945 67.422
23.95 67.42
23.961 67.421
23.971 67.427
23.976 67.428
23.983 67.435
23.991 67.437
23.993 67.436
23.995 67.433
23.995 67.416
23.998 67.41
24 67.408
24.002 67.422
24.034 67.409
24.039 67.409
24.042 67.41
24.059 67.424
24.061 67.435
24.064 67.438
24.079 67.43
24.083 67.421
24.086 67.418
24.088 67.418
24.092 67.428
24.096 67.433
24.106 67.435
24.109 67.438
24.113 67.447
24.117 67.449
24.12 67.446
24.12 67.443
24.11 67.434
24.095 67.423
24.084 67.409
24.076 67.405
24.071 67.405
24.046 67.401
24.046 67.397
24.048 67.392
24.059 67.381
24.066 67.378
24.069 67.379
24.069 67.381
24.062 67.39
24.062 67.394
24.063 67.396
24.066 67.395
24.072 67.388
24.08 67.385
24.082 67.379
24.083 67.376
24.087 67.371
24.093 67.369
24.102 67.369
24.107 67.365
24.11 67.365
24.111 67.366
24.118 67.362
24.132 67.363
24.132 67.372
24.123 67.412
24.124 67.421
24.128 67.425
24.13 67.425
24.132 67.423
24.129 67.415
24.129 67.399
24.133 67.383
24.137 67.369
24.143 67.361
24.147 67.356
24.154 67.355
24.155 67.352
24.156 67.345
24.165 67.338
24.173 67.334
24.176 67.335
24.181 67.337
24.182 67.34
24.18 67.351
24.183 67.354
24.187 67.351
24.19 67.344
24.195 67.339
24.204 67.338
24.209 67.334
24.214 67.335
24.216 67.336
24.214 67.344
24.216 67.346
24.219 67.345
24.223 67.339
24.226 67.337
24.235 67.342
24.236 67.351
24.231 67.361
24.238 67.36
24.239 67.363
24.236 67.388
24.233 67.402
24.23 67.407
24.23 67.412
24.225 67.415
24.213 67.415
24.211 67.417
24.21 67.421
24.213 67.428
24.221 67.431
24.241 67.433
24.247 67.432
24.247 67.427
24.239 67.426
24.227 67.428
24.217 67.425
24.217 67.421
24.218 67.42
24.227 67.419
24.234 67.414
24.234 67.409
24.242 67.397
24.242 67.386
24.243 67.374
24.254 67.35
24.26 67.349
24.265 67.351
24.276 67.361
24.277 67.369
24.273 67.375
24.273 67.381
24.283 67.398
24.287 67.396
24.287 67.393
24.278 67.379
24.279 67.375
24.285 67.369
24.286 67.363
24.284 67.358
24.278 67.352
24.262 67.343
24.256 67.338
24.255 67.334
24.253 67.33
24.251 67.331
24.248 67.331
24.244 67.329
24.245 67.326
24.259 67.313
24.266 67.308
24.278 67.305
24.286 67.3
24.288 67.3
24.292 67.304
24.302 67.306
24.304 67.304
24.305 67.302
24.298 67.297
24.301 67.295
24.307 67.297
24.312 67.302
24.315 67.307
24.315 67.316
24.32 67.322
24.322 67.323
24.325 67.321
24.325 67.315
24.327 67.314
24.33 67.316
24.334 67.325
24.334 67.33
24.33 67.334
24.323 67.338
24.309 67.34
24.304 67.343
24.293 67.355
24.291 67.36
24.294 67.362
24.301 67.359
24.328 67.341
24.332 67.339
24.338 67.339
24.341 67.344
24.343 67.347
24.343 67.351
24.336 67.374
24.321 67.4
24.312 67.406
24.311 67.411
24.316 67.415
24.319 67.42
24.32 67.428
24.317 67.435
24.316 67.442
24.322 67.446
24.332 67.449
24.333 67.452
24.328 67.459
24.328 67.466
24.322 67.474
24.323 67.482
24.322 67.491
24.332 67.496
24.336 67.505
24.342 67.515
24.341 67.518
24.33 67.525
24.335 67.529
24.339 67.525
24.352 67.516
24.353 67.512
24.346 67.509
24.345 67.506
24.339 67.5
24.337 67.494
24.326 67.487
24.326 67.476
24.334 67.466
24.336 67.461
24.341 67.458
24.342 67.457
24.34 67.448
24.322 67.438
24.323 67.434
24.328 67.432
24.326 67.427
24.327 67.425
24.334 67.426
24.333 67.421
24.329 67.417
24.329 67.411
24.329 67.403
24.331 67.397
24.348 67.37
24.351 67.367
24.357 67.369
24.364 67.365
24.373 67.362
24.379 67.364
24.386 67.369
24.391 67.376
24.393 67.387
24.393 67.398
24.392 67.405
24.386 67.418
24.383 67.422
24.376 67.423
24.365 67.418
24.362 67.419
24.36 67.423
24.361 67.428
24.37 67.43
24.378 67.429
24.392 67.428
24.39 67.42
24.391 67.418
24.398 67.419
24.401 67.416
24.395 67.409
24.394 67.406
24.397 67.401
24.399 67.398
24.399 67.387
24.398 67.376
24.392 67.363
24.388 67.361
24.39 67.351
24.393 67.348
24.398 67.347
24.4 67.349
24.401 67.357
24.407 67.366
24.406 67.373
24.414 67.386
24.419 67.39
24.422 67.398
24.427 67.4
24.43 67.403
24.433 67.406
24.437 67.417
24.438 67.425
24.437 67.433
24.432 67.445
24.426 67.452
24.425 67.457
24.423 67.465
24.424 67.471
24.427 67.473
24.43 67.472
24.433 67.469
24.429 67.46
24.429 67.453
24.436 67.445
24.436 67.44
24.442 67.434
24.44 67.409
24.439 67.398
24.441 67.396
24.444 67.395
24.45 67.393
24.45 67.39
24.449 67.389
24.442 67.388
24.439 67.381
24.434 67.375
24.437 67.371
24.44 67.372
24.448 67.382
24.452 67.384
24.454 67.383
24.459 67.376
24.461 67.37
24.46 67.361
24.461 67.36
24.469 67.38
24.48 67.387
24.483 67.395
24.484 67.401
24.484 67.408
24.48 67.413
24.467 67.418
24.464 67.422
24.464 67.427
24.467 67.431
24.467 67.435
24.46 67.443
24.46 67.45
24.462 67.454
24.466 67.455
24.464 67.445
24.465 67.441
24.471 67.435
24.475 67.435
24.478 67.437
24.48 67.436
24.479 67.428
24.473 67.426
24.471 67.421
24.476 67.418
24.486 67.415
24.493 67.408
24.506 67.404
24.512 67.405
24.517 67.413
24.522 67.412
24.514 67.403
24.513 67.398
24.516 67.396
24.516 67.392
24.514 67.391
24.505 67.395
24.504 67.4
24.501 67.402
24.493 67.402
24.49 67.4
24.489 67.389
24.484 67.382
24.472 67.374
24.466 67.359
24.465 67.353
24.464 67.351
24.459 67.342
24.459 67.329
24.457 67.323
24.456 67.317
24.457 67.312
24.459 67.309
24.462 67.31
24.464 67.313
24.463 67.322
24.465 67.326
24.471 67.328
24.48 67.326
24.485 67.328
24.486 67.331
24.484 67.336
24.473 67.34
24.474 67.347
24.48 67.352
24.486 67.351
24.491 67.355
24.493 67.357
24.503 67.355
24.53 67.37
24.533 67.376
24.532 67.38
24.524 67.391
24.523 67.395
24.525 67.398
24.532 67.401
24.539 67.402
24.544 67.402
24.547 67.399
24.547 67.395
24.544 67.392
24.547 67.389
24.541 67.384
24.541 67.38
24.545 67.377
24.545 67.374
24.544 67.374
