segment Chad
7.804 17.291
7.804 17.284
7.801 17.282
7.794 17.284
7.791 17.282
7.791 17.274
7.785 17.271
7.786 17.267
7.784 17.265
7.78 17.264
7.767 17.269
7.762 17.269
7.755 17.267
7.747 17.263
7.745 17.26
7.746 17.255
7.759 17.244
7.764 17.238
7.763 17.233
7.759 17.228
7.75 17.225
7.747 17.22
7.742 17.217
7.73 17.22
7.727 17.219
7.726 17.214
7.721 17.209
7.72 17.198
7.707 17.169
7.703 17.166
7.7 17.166
7.688 17.174
7.681 17.163
7.676 17.162
7.67 17.163
7.667 17.16
7.662 17.144
7.662 17.139
7.663 17.132
7.667 17.126
7.669 17.125
7.688 17.116
7.689 17.111
7.688 17.102
7.692 17.097
7.692 17.091
7.69 17.088
7.686 17.087
7.681 17.088
7.668 17.092
7.66 17.091
7.658 17.086
7.658 17.079
7.651 17.067
7.651 17.063
7.655 17.049
7.654 17.048
7.654 17.046
7.65 17.044
7.638 17.042
7.635 17.04
7.635 17.005
7.632 16.994
7.636 16.987
7.634 16.982
7.628 16.978
7.628 16.975
7.635 16.963
7.636 16.957
7.631 16.944
7.629 16.937
7.623 16.928
7.618 16.925
7.608 16.928
7.606 16.927
7.606 16.923
7.616 16.905
7.617 16.901
7.614 16.899
7.61 16.898
7.605 16.9
7.597 16.906
7.592 16.904
7.579 16.896
7.575 16.896
7.571 16.899
7.569 16.907
7.566 16.91
7.562 16.91
7.558 16.908
7.553 16.902
7.55 16.896
7.551 16.892
7.558 16.884
7.558 16.878
7.556 16.874
7.551 16.87
7.541 16.87
7.539 16.868
7.536 16.863
7.535 16.851
7.533 16.846
7.53 16.844
7.533 16.835
7.532 16.823
7.536 16.815
7.541 16.811
7.55 16.81
7.553 16.807
7.556 16.801
7.562 16.796
7.577 16.798
7.585 16.794
7.607 16.775
7.617 16.762
7.62 16.755
7.622 16.752
7.624 16.75
7.629 16.748
7.633 16.739
7.637 16.736
7.643 16.734
7.65 16.727
7.65 16.719
7.651 16.711
7.651 16.707
7.651 16.698
7.651 16.69
7.653 16.685
7.663 16.679
7.665 16.673
7.669 16.667
7.676 16.666
7.686 16.666
7.694 16.667
7.697 16.666
7.709 16.665
7.73 16.67
7.738 16.668
7.748 16.65
7.758 16.638
7.762 16.631
7.763 16.627
7.759 16.618
7.758 16.612
7.769 16.594
7.775 16.597
7.793 16.595
7.798 16.598
7.805 16.598
7.812 16.591
7.825 16.591
7.834 16.584
7.838 16.586
7.852 16.587
7.862 16.594
7.87 16.598
7.876 16.598
7.88 16.596
7.878 16.595
7.87 16.577
7.868 16.564
7.865 16.561
7.859 16.563
7.855 16.561
7.854 16.553
7.857 16.547
7.856 16.542
7.848 16.535
7.846 16.53
7.846 16.521
7.846 16.519
7.843 16.516
7.827 16.514
7.819 16.509
7.809 16.496
7.803 16.494
7.797 16.495
7.792 16.493
7.79 16.489
7.785 16.46
7.788 16.456
7.793 16.454
7.799 16.457
7.802 16.455
7.803 16.449
7.803 16.447
7.806 16.442
7.805 16.439
7.779 16.424
7.774 16.415
7.768 16.413
7.764 16.414
7.76 16.42
7.747 16.426
7.743 16.424
7.742 16.419
7.741 16.417
7.734 16.416
7.728 16.417
7.721 16.425
7.721 16.428
7.719 16.431
7.709 16.426
7.704 16.419
7.694 16.41
7.691 16.409
7.686 16.407
7.683 16.404
7.678 16.395
7.671 16.393
7.671 16.385
7.666 16.375
7.667 16.372
7.664 16.361
7.667 16.357
7.667 16.354
7.661 16.348
7.662 16.342
7.662 16.341
7.651 16.312
7.652 16.302
7.648 16.297
7.637 16.292
7.633 16.286
7.628 16.278
7.624 16.262
7.613 16.251
7.607 16.235
7.607 16.234
7.608 16.233
7.611 16.211
7.615 16.204
7.616 16.196
7.614 16.186
7.612 16.181
7.602 16.173
7.595 16.164
7.596 16.149
7.595 16.14
7.591 16.131
7.591 16.119
7.592 16.105
7.589 16.088
7.582 16.066
7.578 16.057
7.571 16.049
7.56 16.043
7.543 16.039
7.534 16.039
7.531 16.036
7.53 16.027
7.523 16.023
7.52 16.018
7.506 16.01
7.499 15.998
7.49 15.99
7.489 15.981
7.483 15.975
7.484 15.951
7.479 15.931
7.474 15.924
7.471 15.919
7.467 15.909
7.46 15.884
7.453 15.864
7.452 15.846
7.451 15.84
7.446 15.834
7.445 15.83
7.446 15.825
7.445 15.817
7.442 15.813
7.441 15.81
7.445 15.807
7.455 15.8
7.462 15.785
7.463 15.774
7.458 15.769
7.458 15.766
7.464 15.759
7.471 15.758
7.475 15.755
7.476 15.746
7.479 15.743
7.501 15.732
7.505 15.728
7.516 15.73
7.519 15.728
7.518 15.66
7.517 15.657
7.516 15.648
7.517 15.64
7.513 15.622
7.514 15.622
7.511 15.56
7.511 15.547
7.517 15.533
7.527 15.507
7.532 15.517
7.545 15.523
7.546 15.528
7.557 15.541
7.563 15.546
7.569 15.55
7.575 15.559
7.584 15.566
7.586 15.569
7.587 15.571
7.591 15.574
7.595 15.575
7.599 15.57
7.605 15.568
7.611 15.57
7.624 15.582
7.642 15.587
7.65 15.587
7.655 15.582
7.658 15.583
7.666 15.588
7.675 15.595
7.69 15.598
7.695 15.596
7.713 15.595
7.721 15.596
7.73 15.593
7.738 15.595
7.744 15.591
7.75 15.591
7.758 15.596
7.763 15.598
7.767 15.597
7.776 15.591
7.778 15.578
7.786 15.544
7.791 15.522
7.796 15.511
7.804 15.505
7.815 15.501
7.828 15.493
7.831 15.489
7.857 15.474
7.864 15.469
7.873 15.464
7.895 15.453
7.978 15.424
7.987 15.423
7.991 15.42
8 15.417
8.016 15.399
8.029 15.395
8.041 15.391
8.055 15.393
8.084 15.398
8.088 15.398
8.112 15.387
8.136 15.374
8.165 15.36
8.171 15.356
8.229 15.327
8.245 15.319
8.256 15.312
8.271 15.305
8.281 15.302
8.298 15.292
8.309 15.286
8.377 15.271
8.391 15.267
8.411 15.262
8.422 15.259
8.444 15.254
8.452 15.251
8.483 15.242
8.517 15.231
8.524 15.231
8.536 15.227
8.544 15.221
8.556 15.219
8.565 15.217
8.573 15.212
8.587 15.209
8.602 15.209
8.608 15.209
8.611 15.208
8.614 15.19
8.633 15.174
8.647 15.157
8.653 15.147
8.662 15.128
8.663 15.127
8.673 15.107
8.673 15.097
8.671 15.087
8.67 15.079
8.673 15.07
8.673 15.06
8.673 15.055
8.67 15.046
8.671 15.035
8.679 15.007
8.679 15
8.679 14.999
8.677 14.988
8.681 14.985
8.688 14.983
8.708 14.986
8.718 14.989
8.723 14.987
8.734 14.977
8.734 14.972
8.74 14.956
8.748 14.951
8.749 14.944
8.747 14.934
8.747 14.925
8.756 14.911
8.761 14.915
8.769 14.925
8.777 14.915
8.782 14.91
8.783 14.907
8.787 14.906
8.792 14.907
8.807 14.9
8.809 14.898
8.81 14.891
8.813 14.884
8.812 14.882
8.81 14.88
8.816 14.874
8.809 14.868
8.811 14.862
8.811 14.86
8.81 14.859
8.809 14.855
8.803 14.85
8.804 14.836
8.802 14.83
8.801 14.823
8.811 14.809
8.811 14.801
8.813 14.791
8.814 14.771
8.813 14.767
8.82 14.754
8.841 14.739
8.848 14.729
8.863 14.718
8.876 14.698
8.889 14.682
8.912 14.661
8.921 14.654
8.927 14.649
8.926 14.648
8.929 14.645
8.938 14.636
8.951 14.626
8.953 14.62
8.983 14.591
8.995 14.578
9.012 14.56
9.017 14.549
9.026 14.537
9.029 14.527
9.031 14.514
9.032 14.51
9.039 14.504
9.071 14.484
9.076 14.484
9.087 14.493
9.092 14.493
9.1 14.487
9.109 14.475
9.112 14.473
9.116 14.464
9.121 14.455
9.123 14.45
9.126 14.446
9.14 14.439
9.145 14.436
9.152 14.43
9.16 14.42
9.165 14.418
9.167 14.413
9.177 14.404
9.186 14.391
9.197 14.381
9.207 14.377
9.222 14.378
9.229 14.38
9.248 14.39
9.255 14.39
9.268 14.393
9.274 14.392
9.289 14.386
9.296 14.377
9.308 14.355
9.319 14.345
9.33 14.337
9.338 14.334
9.342 14.331
9.351 14.327
9.367 14.317
9.367 14.299
9.37 14.289
9.373 14.277
9.383 14.265
9.392 14.25
9.4 14.245
9.419 14.236
9.435 14.225
9.445 14.212
9.447 14.201
9.45 14.197
9.462 14.195
9.478 14.191
9.48 14.187
9.481 14.177
9.485 14.167
9.493 14.157
9.499 14.149
9.508 14.136
9.538 14.108
9.552 14.1
9.562 14.086
9.568 14.081
9.575 14.078
9.576 14.076
9.589 14.062
9.625 14.047
9.631 14.041
9.647 14.022
9.653 14.021
9.671 14.019
9.689 14.023
9.706 14.025
9.737 14.039
9.752 14.05
9.764 14.068
9.767 14.075
9.771 14.079
9.783 14.084
9.802 14.104
9.807 14.107
9.819 14.118
9.829 14.125
9.879 14.162
9.884 14.167
9.9 14.178
9.914 14.182
9.936 14.185
9.942 14.189
9.951 14.191
9.965 14.193
9.965 14.192
9.981 14.2
9.99 14.21
9.994 14.229
9.997 14.236
9.999 14.25
9.999 14.273
10 14.279
10.001 14.288
10.003 14.299
10.003 14.304
10.004 14.308
10 14.327
9.999 14.332
9.997 14.347
9.999 14.353
10 14.356
10.002 14.36
10.004 14.382
10.004 14.406
10.003 14.417
10.005 14.433
10.005 14.464
10.008 14.471
10.01 14.485
10.009 14.5
10.006 14.517
10 14.542
9.999 14.544
9.989 14.571
9.982 14.594
9.981 14.604
9.977 14.61
9.973 14.633
9.966 14.644
9.96 14.675
9.95 14.705
9.95 14.713
9.952 14.72
9.951 14.728
9.95 14.747
9.949 14.756
9.944 14.762
9.941 14.771
9.934 14.782
9.932 14.791
9.928 14.799
9.925 14.816
9.924 14.836
9.928 14.847
9.937 14.863
9.941 14.867
9.941 14.87
9.95 14.876
9.962 14.891
9.968 14.903
9.98 14.919
9.982 14.928
9.982 14.934
9.986 14.949
10 14.983
10.001 14.985
10.001 14.994
10.001 15
10.001 15.003
10 15.006
9.996 15.018
9.989 15.029
9.98 15.037
9.972 15.051
9.972 15.058
9.967 15.067
9.967 15.072
9.965 15.084
9.964 15.101
9.967 15.107
9.977 15.107
9.983 15.111
9.986 15.118
9.995 15.133
9.995 15.143
9.989 15.16
9.975 15.184
9.971 15.189
9.966 15.204
9.965 15.213
9.996 15.236
9.991 15.251
9.986 15.264
9.981 15.282
9.977 15.305
9.974 15.31
9.973 15.317
9.973 15.329
9.974 15.329
9.971 15.338
9.966 15.346
9.966 15.351
9.959 15.371
9.942 15.409
9.939 15.42
9.934 15.43
9.933 15.435
9.935 15.449
9.936 15.47
9.938 15.488
9.941 15.494
9.943 15.5
9.95 15.522
9.95 15.547
9.956 15.575
9.958 15.59
9.96 15.601
9.97 15.624
9.971 15.629
9.972 15.643
9.976 15.658
9.985 15.684
9.987 15.683
10 15.68
10.001 15.679
10.001 15.68
10.007 15.675
10.026 15.649
10.028 15.644
10.033 15.629
10.042 15.619
10.041 15.607
10.054 15.591
10.059 15.581
10.06 15.572
10.069 15.564
10.077 15.554
10.092 15.534
10.095 15.53
10.093 15.521
10.088 15.519
10.091 15.514
10.1 15.511
10.11 15.505
10.117 15.493
10.119 15.486
10.139 15.48
10.148 15.47
10.16 15.462
10.179 15.457
10.188 15.452
10.197 15.438
10.209 15.425
10.21 15.421
10.214 15.417
10.23 15.41
10.251 15.393
10.259 15.378
10.272 15.367
10.279 15.363
10.284 15.36
10.291 15.356
10.294 15.345
10.299 15.339
10.303 15.33
10.307 15.31
10.311 15.309
10.317 15.312
10.327 15.307
10.335 15.296
10.339 15.294
10.347 15.297
10.355 15.293
10.36 15.286
10.365 15.283
10.383 15.283
10.401 15.283
10.406 15.281
10.421 15.267
10.427 15.263
10.437 15.251
10.447 15.248
10.465 15.244
10.471 15.241
10.494 15.22
10.502 15.209
10.504 15.203
10.51 15.183
10.516 15.171
10.523 15.159
10.53 15.152
10.538 15.146
10.551 15.144
10.566 15.143
10.589 15.144
10.595 15.149
10.608 15.155
10.623 15.157
10.646 15.155
10.654 15.149
10.668 15.143
10.681 15.139
10.696 15.134
10.7 15.13
10.711 15.127
10.727 15.117
10.737 15.106
10.743 15.101
10.763 15.094
10.777 15.083
10.785 15.079
10.791 15.078
10.799 15.075
10.805 15.069
10.811 15.068
10.831 15.068
10.839 15.07
10.846 15.075
10.851 15.081
10.854 15.082
10.859 15.089
10.866 15.093
10.893 15.092
10.913 15.087
10.935 15.085
10.948 15.083
10.959 15.074
10.966 15.063
10.98 15.061
10.986 15.058
10.989 15.055
10.991 15.053
10.993 15.052
10.995 15.05
10.998 15.05
11 15.05
11.006 15.052
11.009 15.052
11.014 15.048
11.02 15.05
11.021 15.052
11.028 15.052
11.03 15.051
11.039 15.052
11.042 15.052
11.054 15.047
11.056 15.043
11.062 15.045
11.067 15.043
11.068 15.038
11.071 15.037
11.078 15.043
11.082 15.045
11.086 15.043
11.087 15.035
11.088 15.034
11.092 15.034
11.101 15.036
11.106 15.039
11.114 15.039
11.13 15.035
11.132 15.027
11.134 15.025
11.138 15.026
11.148 15.037
11.151 15.038
11.156 15.034
11.161 15.036
11.163 15.034
11.167 15.039
11.171 15.04
11.177 15.035
11.179 15.033
11.184 15.035
11.19 15.034
11.194 15.029
11.198 15.028
11.203 15.032
11.208 15.036
11.212 15.036
11.215 15.034
11.22 15.027
11.224 15.03
11.229 15.041
11.232 15.042
11.236 15.04
11.242 15.033
11.243 15.031
11.248 15.029
11.262 15.031
11.27 15.033
11.273 15.032
11.278 15.027
11.283 15.027
11.286 15.03
11.288 15.036
11.292 15.037
11.302 15.032
11.305 15.034
11.308 15.039
11.31 15.049
11.314 15.052
11.317 15.052
11.326 15.047
11.333 15.051
11.342 15.052
11.343 15.051
11.352 15.054
11.358 15.059
11.365 15.069
11.366 15.069
11.368 15.07
11.378 15.067
11.391 15.061
11.397 15.058
11.41 15.059
11.423 15.07
11.43 15.071
11.435 15.077
11.443 15.074
11.448 15.081
11.449 15.083
11.465 15.088
11.47 15.099
11.481 15.097
11.485 15.104
11.495 15.107
11.507 15.13
11.51 15.133
11.517 15.132
11.533 15.14
11.537 15.142
11.545 15.142
11.558 15.142
11.565 15.137
11.571 15.128
11.579 15.104
11.582 15.101
11.589 15.098
11.597 15.103
11.603 15.103
11.611 15.103
11.614 15.1
11.617 15.093
11.62 15.09
11.63 15.088
11.639 15.082
11.645 15.08
11.65 15.082
11.658 15.086
11.665 15.078
11.671 15.077
11.677 15.078
11.683 15.077
11.686 15.08
11.694 15.074
11.695 15.069
11.701 15.067
11.705 15.068
11.705 15.067
11.711 15.066
11.716 15.066
11.726 15.07
11.73 15.074
11.732 15.078
11.732 15.084
11.728 15.093
11.727 15.098
11.729 15.102
11.733 15.104
11.747 15.099
11.75 15.096
11.754 15.087
11.758 15.082
11.761 15.08
11.766 15.082
11.772 15.088
11.774 15.093
11.775 15.104
11.779 15.111
11.779 15.112
11.783 15.115
11.788 15.118
11.794 15.119
11.798 15.116
11.804 15.109
11.813 15.1
11.823 15.096
11.832 15.095
11.842 15.096
11.846 15.095
11.851 15.087
11.861 15.078
11.859 15.076
11.852 15.077
11.845 15.075
11.842 15.073
11.841 15.068
11.844 15.062
11.852 15.055
11.859 15.052
11.876 15.05
11.88 15.049
11.891 15.044
11.899 15.042
11.904 15.043
11.91 15.045
11.914 15.049
11.918 15.057
11.922 15.061
11.928 15.064
11.934 15.065
11.943 15.063
11.96 15.054
11.966 15.052
11.97 15.053
11.973 15.057
11.973 15.063
11.97 15.071
11.97 15.075
11.974 15.08
11.978 15.083
11.989 15.087
11.994 15.087
11.999 15.083
12.002 15.078
12.002 15.071
12.004 15.058
12.007 15.054
12.012 15.052
12.016 15.049
12.02 15.042
12.024 15.04
12.027 15.041
12.029 15.043
12.027 15.053
12.03 15.056
12.035 15.058
12.042 15.061
12.059 15.054
12.065 15.05
12.069 15.035
12.079 15.035
12.092 15.039
12.096 15.038
12.105 15.027
12.109 15.017
12.111 15.011
12.112 15.009
12.111 15
12.107 14.995
12.101 14.991
12.095 14.989
12.093 14.983
12.09 14.981
12.092 14.967
12.098 14.957
12.101 14.952
12.108 14.946
12.113 14.938
12.114 14.934
12.151 14.903
12.152 14.896
12.161 14.891
12.168 14.892
12.176 14.905
12.178 14.907
12.182 14.91
12.2 14.901
12.206 14.9
12.217 14.905
12.225 14.906
12.239 14.904
12.261 14.907
12.273 14.909
12.302 14.9
12.31 14.902
12.321 14.908
12.331 14.91
12.341 14.908
12.367 14.91
12.379 14.91
12.39 14.908
12.399 14.903
12.414 14.893
12.427 14.886
12.44 14.883
12.458 14.882
12.464 14.878
12.463 14.872
12.458 14.868
12.45 14.863
12.448 14.857
12.456 14.849
12.463 14.848
12.472 14.85
12.484 14.859
12.503 14.852
12.515 14.857
12.53 14.853
12.545 14.854
12.55 14.855
12.564 14.852
12.576 14.846
12.586 14.84
12.599 14.837
12.611 14.835
12.623 14.834
12.628 14.832
12.634 14.819
12.634 14.816
12.631 14.792
12.631 14.772
12.635 14.765
12.64 14.762
12.661 14.761
12.668 14.759
12.674 14.758
12.683 14.753
12.686 14.748
12.686 14.744
12.682 14.736
12.665 14.73
12.657 14.724
12.657 14.719
12.661 14.713
12.671 14.706
12.679 14.706
12.686 14.71
12.697 14.72
12.706 14.724
12.718 14.717
12.725 14.706
12.724 14.699
12.721 14.689
12.72 14.672
12.72 14.663
12.725 14.654
12.74 14.637
12.74 14.628
12.738 14.622
12.746 14.62
12.759 14.625
12.768 14.625
12.77 14.622
12.768 14.618
12.748 14.601
12.745 14.594
12.747 14.586
12.758 14.58
12.774 14.577
12.777 14.573
12.777 14.562
12.781 14.555
12.786 14.552
12.797 14.551
12.812 14.556
12.826 14.563
12.827 14.564
12.829 14.566
12.836 14.568
12.852 14.565
12.856 14.565
12.863 14.564
12.869 14.561
12.878 14.558
12.885 14.561
12.889 14.567
12.892 14.569
12.901 14.567
12.913 14.562
12.915 14.561
12.919 14.555
12.931 14.551
12.942 14.554
12.951 14.552
12.957 14.544
12.96 14.54
12.969 14.533
12.998 14.513
13.027 14.491
13.034 14.488
13.054 14.474
13.075 14.46
13.074 14.454
13.075 14.442
13.075 14.37
13.076 14.364
13.076 14.358
13.075 14.325
13.076 14.318
13.076 14.299
13.076 14.289
13.078 14.223
13.078 14.213
13.078 14.187
13.077 14.179
13.077 14.168
13.078 14.134
13.078 14.089
13.078 14.085
13.079 14.083
13.094 14.072
13.097 14.068
13.102 14.066
13.122 14.052
13.124 14.048
13.128 14.046
13.151 14.03
13.16 14.025
13.172 14.015
13.19 14.003
13.221 13.98
13.228 13.977
13.229 13.974
13.239 13.967
13.247 13.961
13.283 13.935
13.287 13.932
13.346 13.889
13.357 13.884
13.357 13.883
13.373 13.87
13.383 13.866
13.386 13.861
13.394 13.857
13.403 13.85
13.415 13.842
13.47 13.803
13.479 13.799
13.487 13.794
13.497 13.785
13.506 13.781
13.512 13.774
13.528 13.763
13.533 13.761
13.538 13.755
13.545 13.752
13.596 13.716
13.606 13.712
13.609 13.708
13.614 13.703
13.626 13.693
13.641 13.683
13.656 13.671
13.661 13.667
13.667 13.662
13.669 13.662
13.701 13.639
13.701 13.638
13.711 13.635
13.714 13.634
13.737 13.628
13.746 13.626
13.756 13.623
13.771 13.621
13.778 13.618
13.796 13.615
13.852 13.602
13.88 13.595
13.902 13.591
13.921 13.586
13.953 13.578
13.999 13.568
14.014 13.564
14.032 13.561
14.048 13.557
14.073 13.551
14.142 13.535
14.157 13.533
14.173 13.529
14.216 13.519
14.293 13.501
14.305 13.499
14.322 13.494
14.345 13.488
14.358 13.486
14.375 13.481
14.38 13.48
14.408 13.476
14.443 13.473
14.452 13.475
14.46 13.479
14.475 13.493
14.478 13.5
14.486 13.52
14.495 13.545
14.506 13.572
14.504 13.586
14.503 13.593
14.502 13.601
14.51 13.633
14.514 13.641
14.525 13.659
14.529 13.663
14.53 13.666
14.535 13.673
14.551 13.696
14.583 13.691
14.607 13.692
14.613 13.693
14.626 13.679
14.632 13.677
14.637 13.677
14.651 13.694
14.657 13.702
14.663 13.706
14.698 13.746
14.697 13.752
14.692 13.769
14.696 13.77
14.702 13.781
14.704 13.789
14.707 13.789
14.709 13.795
14.713 13.797
14.722 13.81
14.727 13.812
14.746 13.809
14.78 13.799
14.797 13.794
14.802 13.792
14.821 13.791
14.83 13.791
14.847 13.79
14.854 13.791
14.863 13.79
14.869 13.792
14.878 13.796
14.884 13.797
14.946 13.824
14.957 13.83
14.981 13.839
14.992 13.844
14.996 13.848
15 13.849
15.009 13.851
15.028 13.862
15.031 13.862
15.043 13.87
15.087 13.909
15.096 13.919
15.096 13.918
15.113 13.931
15.116 13.933
15.126 13.944
15.14 13.955
15.157 13.97
15.21 14.007
15.212 14.008
15.218 14.013
15.24 14.028
15.249 14.036
15.254 14.038
15.267 14.047
15.27 14.048
15.272 14.051
15.33 14.092
15.336 14.096
15.343 14.103
15.35 14.106
15.362 14.114
15.369 14.12
15.375 14.123
15.377 14.126
15.426 14.16
15.463 14.186
15.504 14.216
15.524 14.229
15.535 14.236
15.541 14.241
15.588 14.276
15.59 14.278
15.592 14.279
15.619 14.3
15.622 14.306
15.625 14.306
15.626 14.309
15.634 14.312
15.644 14.318
15.651 14.324
15.657 14.328
15.694 14.357
15.732 14.385
15.738 14.393
15.763 14.416
15.786 14.439
15.8 14.453
15.851 14.504
15.862 14.515
15.87 14.525
15.89 14.543
15.904 14.555
15.942 14.594
15.956 14.61
15.969 14.621
15.973 14.622
15.984 14.635
15.991 14.638
16 14.647
16.044 14.694
16.1 14.746
16.156 14.799
16.166 14.811
16.176 14.817
16.193 14.834
16.277 14.914
16.286 14.922
16.325 14.957
16.37 15
16.38 15.009
16.473 15.098
16.565 15.187
16.598 15.219
16.639 15.258
16.643 15.26
16.658 15.276
16.711 15.329
16.715 15.33
16.75 15.364
16.843 15.453
16.898 15.506
16.95 15.508
16.967 15.509
16.974 15.508
16.987 15.511
17.009 15.51
17.043 15.513
17.075 15.514
17.102 15.514
17.161 15.518
17.17 15.521
17.174 15.518
17.201 15.52
17.234 15.522
17.241 15.52
17.292 15.525
17.31 15.525
17.327 15.526
17.453 15.532
17.579 15.538
17.6 15.539
17.61 15.538
17.705 15.545
17.708 15.545
17.719 15.544
17.827 15.55
17.831 15.551
17.842 15.553
17.856 15.551
17.884 15.553
17.915 15.553
17.926 15.555
17.956 15.557
18.006 15.559
18.083 15.562
18.146 15.565
18.209 15.569
18.214 15.57
18.319 15.574
18.335 15.574
18.461 15.581
18.513 15.584
18.587 15.587
18.596 15.588
18.612 15.588
18.617 15.586
18.639 15.59
18.713 15.593
18.732 15.594
18.742 15.596
18.766 15.598
18.774 15.601
18.798 15.602
18.838 15.608
18.869 15.612
18.879 15.612
18.891 15.615
18.963 15.624
18.97 15.625
19.032 15.631
19.041 15.634
19.071 15.639
19.089 15.64
19.094 15.64
19.163 15.65
19.182 15.656
19.191 15.654
19.212 15.654
19.213 15.655
19.224 15.658
19.338 15.673
19.359 15.676
19.371 15.676
19.385 15.679
19.464 15.688
19.479 15.69
19.518 15.697
19.539 15.698
19.548 15.701
19.589 15.705
19.618 15.708
19.649 15.713
19.652 15.711
19.668 15.716
19.677 15.717
19.685 15.715
19.693 15.719
19.712 15.722
19.758 15.728
19.764 15.725
19.772 15.729
19.784 15.731
19.836 15.739
19.844 15.74
19.902 15.747
19.911 15.746
19.923 15.75
19.948 15.754
19.959 15.76
20 15.786
20.068 15.828
20.082 15.837
20.178 15.894
20.207 15.911
20.214 15.916
20.325 15.981
20.348 15.996
20.414 15.924
20.417 15.92
20.442 15.888
20.462 15.865
20.504 15.836
20.51 15.832
20.53 15.816
20.535 15.814
20.568 15.791
20.615 15.757
20.63 15.746
20.65 15.727
20.68 15.697
20.705 15.664
20.723 15.64
20.743 15.618
20.774 15.59
20.8 15.578
20.847 15.556
20.867 15.549
20.88 15.546
20.896 15.552
20.91 15.561
20.915 15.566
20.925 15.576
20.958 15.62
20.963 15.626
21.007 15.594
21.111 15.518
21.136 15.499
21.159 15.484
21.17 15.474
21.174 15.473
21.199 15.455
21.215 15.443
21.32 15.367
21.371 15.33
21.385 15.322
21.412 15.301
21.425 15.293
21.432 15.289
21.491 15.198
21.506 15.198
21.514 15.198
21.528 15.195
21.532 15.197
21.632 15.196
21.758 15.195
21.769 15.194
21.781 15.193
21.845 15.194
21.884 15.193
21.979 15.191
21.99 15.192
22.01 15.188
22.134 15.165
22.214 15.15
22.238 15.148
22.249 15.144
22.258 15.142
22.288 15.138
22.358 15.124
22.372 15.122
22.383 15.12
22.405 15.114
22.507 15.094
22.631 15.07
22.729 15.05
22.755 15.045
22.841 15.029
22.845 15.03
22.879 15.022
22.961 15.005
22.966 15.006
22.991 15
